PO_ID,Vendor_ID,Product_Category,Product_SKU,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Unit_Price_INR,Total_Order_Value,Order_Status,Warehouse_ID,Delivery_Delay_Days,Late_Delivery,Order_Month,Order_Quarter
PO0015293,VND00423,Packaging,SKU2111,2023-01-19,2023-02-01,2023-03-03,4299,839.16,3607548.84,Partially Received,WH08,30,1,2023-01,2023Q1
PO0023865,VND00738,Raw Material,SKU2833,2024-05-10,2024-05-31,2024-05-28,2832,4975.47,14090531.04,In Transit,WH08,-3,0,2024-05,2024Q2
PO0036476,VND00359,Textiles,SKU3223,2021-09-18,2021-10-05,2021-10-15,632,2258.44,1427334.08,Partially Received,WH07,10,1,2021-09,2021Q3
PO0017431,VND00036,Packaging,SKU3990,2021-01-25,2021-02-14,2021-02-14,647,3124.79,2021739.13,Partially Received,WH03,0,0,2021-01,2021Q1
PO0025743,VND00984,Electronics,SKU3395,2022-01-25,2022-02-03,2022-02-13,794,2856.75,2268259.5,Partially Received,WH07,10,1,2022-01,2022Q1
PO0007567,VND00860,Chemicals,SKU1750,2022-03-24,2022-04-22,2022-04-22,3412,1143.53,3901724.36,Received,WH04,0,0,2022-03,2022Q1
PO0037782,VND00439,Electronics,SKU5168,2024-01-22,2024-02-08,2024-02-05,2849,2657.59,7571473.91,Partially Received,WH01,-3,0,2024-01,2024Q1
PO0012945,VND00707,Electronics,SKU4171,2021-11-01,2021-11-24,2021-11-21,3630,1133.41,4114278.3,Received,WH02,-3,0,2021-11,2021Q4
PO0047180,VND00142,Spare Parts,SKU4072,2023-05-06,2023-05-21,2023-05-31,4987,2721.09,13570075.83,Partially Received,WH03,10,1,2023-05,2023Q2
PO0016369,VND00074,Spare Parts,SKU3207,2023-05-16,2023-06-05,2023-07-05,1258,164.39,206802.62,Received,WH01,30,1,2023-05,2023Q2
PO0021774,VND00561,Spare Parts,SKU1127,2021-07-09,2021-07-20,2021-07-20,3615,614.11,2220007.65,Partially Received,WH04,0,0,2021-07,2021Q3
PO0007576,VND00982,Electronics,SKU4941,2023-06-22,2023-07-16,2023-07-21,2967,685.99,2035332.33,Pending,WH02,5,1,2023-06,2023Q2
PO0048676,VND00518,Machinery,SKU3740,2022-03-22,2022-04-14,2022-04-19,120,973.41,116809.2,Cancelled,WH08,5,1,2022-03,2022Q1
PO0026855,VND00671,Chemicals,SKU4951,2023-06-30,2023-07-18,2023-08-17,827,4479.33,3704405.91,Partially Received,WH07,30,1,2023-06,2023Q2
PO0009846,VND00468,Spare Parts,SKU3214,2022-12-03,2022-12-15,2022-12-25,2929,1589.85,4656670.65,Partially Received,WH09,10,1,2022-12,2022Q4
PO0028690,VND00884,Chemicals,SKU3241,2021-07-09,2021-07-14,2021-07-14,2075,2779.63,5767732.25,Pending,WH09,0,0,2021-07,2021Q3
PO0013988,VND00315,Electronics,SKU1867,2024-05-20,2024-05-31,2024-06-30,2063,1058.73,2184159.99,Pending,WH06,30,1,2024-05,2024Q2
PO0001996,VND00112,Chemicals,SKU5432,2021-09-21,2021-10-17,2021-10-14,947,982.51,930436.97,Partially Received,WH03,-3,0,2021-09,2021Q3
PO0009531,VND01000,Raw Material,SKU2863,2024-08-14,2024-08-23,2024-09-22,1361,322.22,438541.42,Received,WH08,30,1,2024-08,2024Q3
PO0042600,VND00618,Spare Parts,SKU2162,2021-07-10,2021-07-17,2021-07-19,3335,806.78,2690611.3,In Transit,WH06,2,1,2021-07,2021Q3
PO0034984,VND00324,Chemicals,SKU1275,2023-09-27,2023-10-20,2023-10-17,4824,3041.81,14673691.44,Unknown,WH01,-3,0,2023-09,2023Q3
PO0041985,VND00573,Electronics,SKU2749,2023-07-01,2023-07-27,2023-07-27,1615,704.17,1137234.55,In Transit,WH03,0,0,2023-07,2023Q3
PO0024210,VND00109,Raw Material,SKU3047,2023-01-12,2023-02-03,2023-02-03,1515,3447.13,5222401.95,Cancelled,WH08,0,0,2023-01,2023Q1
PO0030335,VND00029,Packaging,SKU4315,2024-12-09,2025-01-06,2025-01-08,2681,1562.55,4189196.55,Received,WH02,2,1,2024-12,2024Q4
PO0043346,VND00764,Electronics,SKU1458,2022-11-26,2022-12-01,2022-12-01,163,776.04,126494.52,Cancelled,WH09,0,0,2022-11,2022Q4
PO0047967,VND00304,Spare Parts,SKU1016,2021-11-16,2021-12-05,2022-01-04,331,2380.57,787968.67,Received,WH08,30,1,2021-11,2021Q4
PO0009318,VND00038,Machinery,SKU1117,2023-04-23,2023-04-28,2023-05-08,3562,1078.5,3841617.0,In Transit,WH03,10,1,2023-04,2023Q2
PO0030519,VND00283,Machinery,SKU5602,2024-03-02,2024-03-19,2024-03-16,4167,3483.2,14514494.4,In Transit,WH01,-3,0,2024-03,2024Q1
PO0032468,VND00487,IT Equipment,SKU3232,2022-12-08,2022-12-16,2022-12-16,3731,1128.44,4210209.64,Partially Received,WH03,0,0,2022-12,2022Q4
PO0012315,VND00619,Raw Material,SKU5425,2023-11-29,2023-12-10,2023-12-10,4876,2569.34,12528101.84,Pending,WH10,0,0,2023-11,2023Q4
PO0032714,VND00217,Chemicals,SKU1108,2023-03-01,2023-03-09,2023-03-09,1654,4954.62,8194941.48,Received,WH04,0,0,2023-03,2023Q1
PO0025177,VND00193,Spare Parts,SKU2651,2022-03-02,2022-03-08,2022-04-07,4400,2478.98,10907512.0,Partially Received,WH04,30,1,2022-03,2022Q1
PO0010986,VND00031,Electronics,SKU5222,2021-03-24,2021-04-05,2021-05-05,4004,2596.16,10395024.64,Cancelled,WH07,30,1,2021-03,2021Q1
PO0049509,VND00513,Electronics,SKU2812,2022-05-20,2022-05-27,2022-06-06,3674,1247.58,4583608.92,Cancelled,WH04,10,1,2022-05,2022Q2
PO0003546,VND00572,Chemicals,SKU3972,2024-10-06,2024-10-17,2024-10-22,3882,735.78,2856297.96,In Transit,WH09,5,1,2024-10,2024Q4
PO0021102,VND00012,Packaging,SKU5230,2024-06-02,2024-06-17,2024-07-02,4369,2125.05,9284343.45,Partially Received,WH05,15,1,2024-06,2024Q2
PO0005012,VND00219,IT Equipment,SKU2302,2022-03-15,2022-04-12,2022-04-12,250,1019.33,254832.5,Pending,WH02,0,0,2022-03,2022Q1
PO0013251,VND00658,Raw Material,SKU1336,2021-02-27,2021-03-27,2021-04-01,651,3544.89,2307723.39,Received,WH02,5,1,2021-02,2021Q1
PO0017639,VND00697,Machinery,SKU2948,2023-06-15,2023-07-11,,595,2149.0,1278655.0,Partially Received,WH03,,,2023-06,2023Q2
PO0035753,VND00636,Raw Material,SKU2356,2023-09-22,2023-10-17,2023-11-16,3334,4069.19,13566679.46,In Transit,WH10,30,1,2023-09,2023Q3
PO0018601,VND00395,Packaging,SKU2723,2021-08-06,2021-08-21,2021-08-23,2020,806.64,1629412.8,Pending,WH04,2,1,2021-08,2021Q3
PO0024437,VND00454,Textiles,SKU5427,2023-07-23,2023-08-12,2023-08-27,4267,4502.04,19210204.68,Partially Received,WH07,15,1,2023-07,2023Q3
PO0013736,VND00609,Machinery,SKU3650,2021-08-19,2021-08-27,2021-08-27,3204,3784.11,12124288.44,Unknown,WH09,0,0,2021-08,2021Q3
PO0010124,VND00189,Chemicals,SKU5223,2022-03-09,2022-03-15,2022-03-15,4197,4205.62,17650987.14,Partially Received,WH02,0,0,2022-03,2022Q1
PO0009611,VND00181,Textiles,SKU5020,2024-12-30,2025-01-11,,4185,3075.98,12872976.3,In Transit,WH01,,,2024-12,2024Q4
PO0025152,VND00404,IT Equipment,SKU5480,2024-02-17,2024-03-12,2024-03-12,3486,40.24,140276.64,In Transit,WH04,0,0,2024-02,2024Q1
PO0009450,VND00813,Chemicals,SKU5342,2024-06-11,2024-06-21,,3585,4382.23,15710294.55,Partially Received,WH06,,,2024-06,2024Q2
PO0044938,VND00465,Packaging,SKU3139,2021-06-17,2021-06-27,2021-07-27,4643,2103.2,9765157.6,Pending,WH03,30,1,2021-06,2021Q2
PO0008001,VND00580,Machinery,SKU2053,2024-03-08,2024-04-05,2024-04-10,3303,4025.68,13296821.04,Pending,WH05,5,1,2024-03,2024Q1
PO0002943,VND00010,Spare Parts,SKU1459,2023-10-29,2023-11-10,2023-11-10,3929,4174.3,16400824.7,Partially Received,WH01,0,0,2023-10,2023Q4
PO0039522,VND00574,Chemicals,SKU4797,2022-11-16,2022-12-03,2022-12-18,4323,3218.12,13911932.76,In Transit,WH10,15,1,2022-11,2022Q4
PO0012727,VND00586,Machinery,SKU1167,2023-10-14,2023-10-25,2023-10-27,909,4303.1,3911517.9,In Transit,WH08,2,1,2023-10,2023Q4
PO0006500,VND00587,Spare Parts,SKU3306,2021-12-01,2021-12-11,2021-12-11,2092,1257.15,2629957.8,Partially Received,WH06,0,0,2021-12,2021Q4
PO0012136,VND00671,Electronics,SKU5136,2021-03-14,2021-04-10,2021-04-10,2342,1995.65,4673812.3,Received,WH10,0,0,2021-03,2021Q1
PO0039552,VND00894,Machinery,SKU1427,2024-02-08,2024-03-05,2024-03-05,2383,98.01,233557.83,Partially Received,WH05,0,0,2024-02,2024Q1
PO0005372,VND00627,Packaging,SKU2171,2021-01-29,2021-02-16,,4339,4727.84,20514097.76,Received,WH08,,,2021-01,2021Q1
PO0024580,VND00963,Raw Material,SKU1906,2021-08-08,2021-08-26,2021-08-23,712,4688.12,3337941.44,Pending,WH09,-3,0,2021-08,2021Q3
PO0023420,VND00981,Textiles,SKU1591,2022-08-09,2022-09-02,2022-10-02,2647,181.44,480271.68,Cancelled,WH07,30,1,2022-08,2022Q3
PO0035534,VND00924,Chemicals,SKU2285,2024-06-08,2024-07-03,2024-06-30,3254,2394.56,7791898.24,Received,WH03,-3,0,2024-06,2024Q2
PO0039647,VND00433,Packaging,SKU4552,2023-08-19,2023-09-04,2023-09-04,809,3119.65,2523796.85,Cancelled,WH05,0,0,2023-08,2023Q3
PO0006475,VND00657,Packaging,SKU5857,2023-11-05,2023-12-03,2023-12-05,4065,4192.28,17041618.2,Received,WH07,2,1,2023-11,2023Q4
PO0012942,VND00369,Chemicals,SKU5260,2023-04-22,2023-05-18,2023-06-02,2819,441.59,1244842.21,Partially Received,WH02,15,1,2023-04,2023Q2
PO0017616,VND00340,IT Equipment,SKU2844,2023-10-22,2023-10-31,2023-11-02,1689,3394.87,5733935.43,Partially Received,WH04,2,1,2023-10,2023Q4
PO0018692,VND00767,Machinery,SKU4775,2024-02-12,2024-02-19,2024-02-21,3817,3340.36,12750154.12,In Transit,WH09,2,1,2024-02,2024Q1
PO0036860,VND00190,Chemicals,SKU2694,2021-09-06,2021-09-20,2021-10-20,4927,436.52,2150734.04,Partially Received,WH01,30,1,2021-09,2021Q3
PO0024105,VND00484,Machinery,SKU1161,2024-05-20,2024-05-25,2024-06-09,1311,3287.87,4310397.57,Partially Received,WH06,15,1,2024-05,2024Q2
PO0049731,VND00325,Raw Material,SKU5406,2021-12-04,2022-01-01,2022-01-01,1218,3134.53,3817857.54,Cancelled,WH04,0,0,2021-12,2021Q4
PO0041536,VND00029,Chemicals,SKU1462,2023-06-26,2023-07-24,2023-08-08,1813,1135.69,2059005.97,In Transit,WH05,15,1,2023-06,2023Q2
PO0014062,VND00603,Machinery,SKU1977,2021-05-29,2021-06-09,2021-07-09,3241,1047.87,3396146.67,In Transit,WH10,30,1,2021-05,2021Q2
PO0012725,VND00504,Electronics,SKU4605,2023-01-14,2023-01-27,2023-02-26,922,188.29,173603.38,Partially Received,WH08,30,1,2023-01,2023Q1
PO0006251,VND00029,Electronics,SKU4314,2023-09-12,2023-09-18,2023-09-18,1986,1670.14,3316898.04,In Transit,WH10,0,0,2023-09,2023Q3
PO0038734,VND00469,Machinery,SKU5198,2021-12-31,2022-01-07,,217,3694.74,801758.58,Unknown,WH06,,,2021-12,2021Q4
PO0013744,VND00192,Chemicals,SKU5030,2024-03-06,2024-03-15,,4852,753.34,3655205.68,Pending,WH04,,,2024-03,2024Q1
PO0040187,VND00290,IT Equipment,SKU4019,2021-06-09,2021-06-25,2021-06-25,1657,227.19,376453.83,Pending,WH05,0,0,2021-06,2021Q2
PO0031916,VND00614,IT Equipment,SKU4914,2024-02-11,2024-03-10,2024-03-15,925,2880.14,2664129.5,Partially Received,WH08,5,1,2024-02,2024Q1
PO0022696,VND00476,Raw Material,SKU1241,2022-08-13,2022-08-27,2022-09-11,4970,3282.4,16313528.0,In Transit,WH03,15,1,2022-08,2022Q3
PO0018947,VND00688,IT Equipment,SKU3898,2022-12-26,2023-01-03,2023-01-03,4727,4546.22,21489981.94,Cancelled,WH09,0,0,2022-12,2022Q4
PO0038880,VND00319,Packaging,SKU1869,2023-02-19,2023-03-17,,3822,668.83,2556268.26,Cancelled,WH08,,,2023-02,2023Q1
PO0040065,VND00046,Spare Parts,SKU3683,2023-10-17,2023-10-30,2023-11-09,2132,2900.99,6184910.68,Pending,WH01,10,1,2023-10,2023Q4
PO0002543,VND00342,Packaging,SKU2957,2024-06-06,2024-07-03,2024-07-03,2543,2033.45,5171063.35,Partially Received,WH01,0,0,2024-06,2024Q2
PO0010554,VND00529,Packaging,SKU1523,2021-10-26,2021-11-18,2021-12-03,4782,3148.13,15054357.66,Received,WH01,15,1,2021-10,2021Q4
PO0025796,VND00821,Spare Parts,SKU3197,2022-06-24,2022-07-11,2022-07-13,4661,783.57,3652219.77,Pending,WH01,2,1,2022-06,2022Q2
PO0028549,VND00475,Machinery,SKU1469,2024-08-11,2024-09-04,2024-09-04,3730,4513.35,16834795.5,Cancelled,WH05,0,0,2024-08,2024Q3
PO0015316,VND00450,Machinery,SKU3340,2024-10-10,2024-10-23,2024-11-07,336,3013.8,1012636.8,Pending,WH08,15,1,2024-10,2024Q4
PO0010569,VND00203,Spare Parts,SKU5634,2023-06-07,2023-07-06,2023-07-06,4009,2877.64,11536458.76,Cancelled,WH07,0,0,2023-06,2023Q2
PO0002610,VND00372,Chemicals,SKU1352,2023-04-05,2023-04-28,2023-04-25,3168,1189.48,3768272.64,Cancelled,WH09,-3,0,2023-04,2023Q2
PO0043163,VND00554,Packaging,SKU2436,2021-07-30,2021-08-23,2021-08-23,4619,1496.5,6912333.5,Partially Received,WH02,0,0,2021-07,2021Q3
PO0022960,VND00021,Electronics,SKU3972,2023-02-05,2023-02-17,2023-03-04,3817,1772.37,6765136.29,Cancelled,WH02,15,1,2023-02,2023Q1
PO0034791,VND00007,Raw Material,SKU4406,2021-10-12,2021-11-05,2021-11-20,2499,1796.2,4488703.8,Partially Received,WH10,15,1,2021-10,2021Q4
PO0047691,VND00477,Packaging,SKU1876,2021-11-04,2021-11-12,2021-11-14,581,1737.77,1009644.37,Received,WH08,2,1,2021-11,2021Q4
PO0028874,VND00740,Machinery,SKU2347,2024-08-23,2024-09-21,2024-09-21,4749,2878.18,13668476.82,In Transit,WH06,0,0,2024-08,2024Q3
PO0018686,VND00807,Electronics,SKU5184,2021-11-24,2021-12-16,2021-12-21,1399,3446.11,4821107.89,Unknown,WH06,5,1,2021-11,2021Q4
PO0010975,VND00244,Electronics,SKU5752,2023-12-06,2023-12-16,2023-12-31,3118,3233.49,10082021.82,Pending,WH10,15,1,2023-12,2023Q4
PO0022123,VND00023,Raw Material,SKU3989,2021-11-05,2021-11-17,2021-11-19,1983,698.84,1385799.72,Pending,WH10,2,1,2021-11,2021Q4
PO0038247,VND00757,Spare Parts,SKU1981,2021-10-16,2021-11-04,2021-11-09,3266,3149.22,10285352.52,Partially Received,WH06,5,1,2021-10,2021Q4
PO0043211,VND00496,Packaging,SKU2188,2023-09-28,2023-10-25,2023-11-24,560,2973.55,1665188.0,Cancelled,WH03,30,1,2023-09,2023Q3
PO0011515,VND00477,Spare Parts,SKU5809,2022-08-07,2022-09-04,2022-09-04,711,757.0,538227.0,Partially Received,WH04,0,0,2022-08,2022Q3
PO0049934,VND00782,IT Equipment,SKU1367,2021-03-01,2021-03-29,2021-03-29,1851,1770.41,3277028.91,Partially Received,WH02,0,0,2021-03,2021Q1
PO0027172,VND00542,Packaging,SKU2131,2023-12-09,2023-12-28,2023-12-28,2453,2849.85,6990682.05,Pending,WH09,0,0,2023-12,2023Q4
PO0009938,VND00114,IT Equipment,SKU5167,2024-04-30,2024-05-16,2024-06-15,3577,4923.9,17612790.3,In Transit,WH08,30,1,2024-04,2024Q2
PO0037091,VND00877,Packaging,SKU5198,2021-02-25,2021-03-05,2021-03-02,1331,3783.92,5036397.52,Received,WH06,-3,0,2021-02,2021Q1
PO0040012,VND00911,Chemicals,SKU1047,2024-02-29,2024-03-28,2024-03-30,2199,296.42,651827.58,Partially Received,WH08,2,1,2024-02,2024Q1
PO0020218,VND00048,Electronics,SKU4750,2024-05-14,2024-05-29,2024-06-08,3339,1665.7,5561772.3,Pending,WH07,10,1,2024-05,2024Q2
PO0016250,VND00912,Textiles,SKU1115,2021-04-27,2021-05-18,2021-05-18,4189,287.92,1206096.88,Received,WH03,0,0,2021-04,2021Q2
PO0008332,VND00794,Spare Parts,SKU4932,2021-03-29,2021-04-23,2021-04-23,2826,883.4,2496488.4,Partially Received,WH05,0,0,2021-03,2021Q1
PO0042528,VND00708,Raw Material,SKU5181,2022-04-25,2022-05-19,2022-05-19,196,2909.16,570195.36,In Transit,WH08,0,0,2022-04,2022Q2
PO0002554,VND00437,Raw Material,SKU1885,2021-02-02,2021-02-18,2021-03-20,1483,3581.43,5311260.69,In Transit,WH01,30,1,2021-02,2021Q1
PO0001138,VND00994,Machinery,SKU3288,2024-09-07,2024-10-04,2024-10-09,1002,2788.19,2793766.38,Pending,WH09,5,1,2024-09,2024Q3
PO0024337,VND00609,Textiles,SKU5296,2024-11-28,2024-12-19,2024-12-19,1205,4462.35,5377131.75,Partially Received,WH09,0,0,2024-11,2024Q4
PO0040847,VND00152,Chemicals,SKU5564,2022-02-15,2022-03-09,2022-03-14,2125,4837.17,10278986.25,Cancelled,WH07,5,1,2022-02,2022Q1
PO0018266,VND00365,IT Equipment,SKU5434,2021-11-29,2021-12-12,2021-12-12,3413,3587.25,12243284.25,Pending,WH04,0,0,2021-11,2021Q4
PO0021639,VND00024,IT Equipment,SKU4233,2024-12-02,2024-12-09,2024-12-06,1423,517.55,736473.65,Received,WH07,-3,0,2024-12,2024Q4
PO0036580,VND00208,Packaging,SKU5876,2024-04-08,2024-04-21,2024-04-23,1615,1981.73,3200493.95,Cancelled,WH09,2,1,2024-04,2024Q2
PO0049840,VND00806,Spare Parts,SKU1467,2023-02-12,2023-03-03,2023-03-08,1522,2615.18,3980303.96,Cancelled,WH08,5,1,2023-02,2023Q1
PO0028921,VND00490,Machinery,SKU5146,2023-07-06,2023-08-02,2023-08-12,340,4051.57,1377533.8,In Transit,WH07,10,1,2023-07,2023Q3
PO0041093,VND00306,Chemicals,SKU4068,2021-12-07,2021-12-25,2022-01-09,247,675.06,166739.82,Received,WH01,15,1,2021-12,2021Q4
PO0018659,VND00410,Textiles,SKU1768,2023-08-10,2023-08-26,2023-08-26,2384,74.36,177274.24,Partially Received,WH02,0,0,2023-08,2023Q3
PO0016517,VND00406,Machinery,SKU2379,2024-09-19,2024-10-09,2024-10-09,3762,22.68,85322.16,Cancelled,WH10,0,0,2024-09,2024Q3
PO0021676,VND00317,Textiles,SKU3217,2023-05-02,2023-05-08,2023-05-10,1616,2453.89,3965486.24,Cancelled,WH07,2,1,2023-05,2023Q2
PO0045216,VND00101,IT Equipment,SKU2540,2022-04-18,2022-04-29,2022-05-29,1630,910.75,1484522.5,Received,WH02,30,1,2022-04,2022Q2
PO0031890,VND00403,Electronics,SKU2658,2022-01-14,2022-02-12,2022-02-17,1810,2585.17,4679157.7,Pending,WH08,5,1,2022-01,2022Q1
PO0008589,VND00801,Machinery,SKU3491,2021-12-01,2021-12-24,2021-12-21,1823,3677.23,6703590.29,Received,WH07,-3,0,2021-12,2021Q4
PO0004780,VND00957,Electronics,SKU2339,2023-01-12,2023-01-31,2023-01-31,1165,4402.04,5128376.6,Pending,WH09,0,0,2023-01,2023Q1
PO0014173,VND00318,Textiles,SKU1942,2022-05-11,2022-06-09,2022-06-19,4201,4151.11,17438813.11,Partially Received,WH03,10,1,2022-05,2022Q2
PO0047578,VND00069,Textiles,SKU4776,2023-06-15,2023-06-29,2023-07-14,3944,4428.17,17464702.48,Received,WH05,15,1,2023-06,2023Q2
PO0006761,VND00363,Chemicals,SKU5359,2023-12-29,2024-01-25,2024-01-30,4529,4266.33,19322208.57,Received,WH04,5,1,2023-12,2023Q4
PO0014443,VND00774,Electronics,SKU3705,2022-10-04,2022-10-24,2022-10-24,3073,26.97,82878.81,Pending,WH08,0,0,2022-10,2022Q4
PO0025272,VND00130,Chemicals,SKU1772,2021-07-12,2021-08-05,2021-08-15,1235,2084.87,2574814.45,Partially Received,WH05,10,1,2021-07,2021Q3
PO0045984,VND00188,IT Equipment,SKU4735,2024-04-03,2024-04-30,2024-05-02,2187,4194.06,9172409.22,Pending,WH03,2,1,2024-04,2024Q2
PO0010471,VND00408,Raw Material,SKU2664,2022-05-03,2022-05-20,2022-05-17,2261,2111.11,4773219.71,Pending,WH06,-3,0,2022-05,2022Q2
PO0005366,VND00299,Raw Material,SKU2157,2022-12-19,2023-01-09,2023-01-09,2244,1716.25,3851265.0,Received,WH07,0,0,2022-12,2022Q4
PO0040691,VND00615,Machinery,SKU5562,2023-10-21,2023-11-08,2023-11-08,1195,959.22,1146267.9,Partially Received,WH09,0,0,2023-10,2023Q4
PO0004826,VND00141,Chemicals,SKU3058,2021-02-19,2021-03-05,2021-03-05,1172,1647.37,1930717.64,In Transit,WH02,0,0,2021-02,2021Q1
PO0027900,VND00255,Textiles,SKU3950,2021-12-18,2022-01-01,2022-01-31,485,38.43,18638.55,Pending,WH04,30,1,2021-12,2021Q4
PO0004315,VND00701,Spare Parts,SKU3818,2022-11-29,2022-12-06,2022-12-16,930,1557.44,1448419.2,Partially Received,WH10,10,1,2022-11,2022Q4
PO0001097,VND00627,Spare Parts,SKU4718,2023-04-23,2023-05-01,2023-05-06,2442,3276.41,8000993.22,Pending,WH07,5,1,2023-04,2023Q2
PO0032911,VND00419,Machinery,SKU5936,2023-04-01,2023-04-08,2023-04-08,2684,4404.89,11822724.76,Pending,WH04,0,0,2023-04,2023Q2
PO0035735,VND00427,Chemicals,SKU3515,2022-08-04,2022-08-24,2022-09-23,4038,2086.38,8424802.44,Cancelled,WH09,30,1,2022-08,2022Q3
PO0029045,VND00871,Electronics,SKU2352,2021-02-01,2021-02-22,2021-02-22,3565,3812.39,13591170.35,Received,WH08,0,0,2021-02,2021Q1
PO0023366,VND00562,Machinery,SKU4612,2024-11-29,2024-12-25,2024-12-25,4104,4436.3,18206575.2,In Transit,WH01,0,0,2024-11,2024Q4
PO0047409,VND00093,Spare Parts,SKU5935,2021-07-30,2021-08-26,,3444,2587.53,8911453.32,Received,WH05,,,2021-07,2021Q3
PO0019636,VND00402,Machinery,SKU2246,2022-02-14,2022-03-15,2022-03-12,3007,209.89,631139.23,In Transit,WH02,-3,0,2022-02,2022Q1
PO0039163,VND00521,Spare Parts,SKU3551,2024-08-25,2024-08-30,2024-08-30,3087,3885.58,11994785.46,Cancelled,WH05,0,0,2024-08,2024Q3
PO0014225,VND00453,Textiles,SKU1235,2022-02-26,2022-03-19,2022-03-29,4419,4213.97,18621533.43,Pending,WH10,10,1,2022-02,2022Q1
PO0010668,VND00067,IT Equipment,SKU1504,2024-07-11,2024-07-30,2024-07-30,1581,1618.77,2559275.37,Pending,WH07,0,0,2024-07,2024Q3
PO0034250,VND00392,Packaging,SKU1513,2024-04-15,2024-05-12,2024-05-12,209,2209.19,461720.71,Cancelled,WH08,0,0,2024-04,2024Q2
PO0032846,VND00410,Machinery,SKU5545,2024-10-24,2024-11-06,2024-11-03,3465,786.79,2726227.35,Pending,WH08,-3,0,2024-10,2024Q4
PO0002880,VND00602,Packaging,SKU4227,2023-09-05,2023-10-02,2023-10-02,2671,2640.15,7051840.65,Cancelled,WH09,0,0,2023-09,2023Q3
PO0002974,VND00957,Chemicals,SKU4964,2021-09-26,2021-10-12,2021-10-12,3761,1902.81,7156468.41,Pending,WH06,0,0,2021-09,2021Q3
PO0008165,VND00043,Machinery,SKU2378,2024-10-08,2024-10-20,2024-10-30,4254,1793.24,7628442.96,Cancelled,WH02,10,1,2024-10,2024Q4
PO0048675,VND00485,Spare Parts,SKU4018,2023-07-26,2023-08-02,2023-07-30,1419,4724.07,6703455.33,Cancelled,WH01,-3,0,2023-07,2023Q3
PO0026814,VND00748,Textiles,SKU4315,2023-02-03,2023-03-04,2023-03-09,2934,4680.72,13733232.48,Pending,WH05,5,1,2023-02,2023Q1
PO0042883,VND00191,Packaging,SKU3456,2023-04-18,2023-04-28,2023-05-28,1635,2873.03,4697404.05,Received,WH07,30,1,2023-04,2023Q2
PO0005983,VND00507,Textiles,SKU1510,2021-06-11,2021-06-16,2021-06-26,3346,3708.65,12409142.9,Partially Received,WH09,10,1,2021-06,2021Q2
PO0039085,VND00522,Spare Parts,SKU4761,2022-06-06,2022-06-21,2022-07-21,3176,3007.98,9553344.48,Pending,WH08,30,1,2022-06,2022Q2
PO0000404,VND00777,Electronics,SKU3547,2021-12-22,2022-01-18,2022-01-18,2425,4192.51,10166836.75,Pending,WH10,0,0,2021-12,2021Q4
PO0021482,VND00024,Spare Parts,SKU4200,2022-04-10,2022-04-21,2022-04-26,3037,4578.77,13905724.49,Partially Received,WH02,5,1,2022-04,2022Q2
PO0045834,VND00730,Electronics,SKU5999,2023-11-22,2023-12-16,,980,3703.81,3629733.8,Pending,WH10,,,2023-11,2023Q4
PO0015862,VND00380,Electronics,SKU5302,2022-06-15,2022-07-04,2022-07-01,1228,4523.23,5554526.44,Unknown,WH10,-3,0,2022-06,2022Q2
PO0042841,VND00895,Textiles,SKU2794,2022-10-09,2022-10-28,2022-11-07,2617,5.86,15335.62,Cancelled,WH04,10,1,2022-10,2022Q4
PO0005852,VND00493,Electronics,SKU4796,2023-09-12,2023-10-04,2023-10-04,2004,4256.9,8530827.6,Received,WH07,0,0,2023-09,2023Q3
PO0024301,VND00339,Textiles,SKU2367,2022-07-29,2022-08-12,,2879,1905.55,5486078.45,In Transit,WH03,,,2022-07,2022Q3
PO0045144,VND00670,Spare Parts,SKU1146,2021-05-07,2021-05-27,2021-06-01,4132,326.69,1349883.08,Partially Received,WH05,5,1,2021-05,2021Q2
PO0047192,VND00288,Raw Material,SKU4113,2021-08-17,2021-09-07,2021-09-07,1419,2001.41,2840000.79,Cancelled,WH09,0,0,2021-08,2021Q3
PO0039957,VND00556,IT Equipment,SKU2484,2023-10-02,2023-10-20,2023-10-30,1509,850.11,1282815.99,Partially Received,WH06,10,1,2023-10,2023Q4
PO0042525,VND00105,Machinery,SKU4464,2022-11-08,2022-11-22,2022-11-24,3462,4920.84,17035948.08,Partially Received,WH10,2,1,2022-11,2022Q4
PO0030685,VND00859,Spare Parts,SKU2837,2024-04-05,2024-04-15,2024-05-15,2323,2515.66,5843878.18,Received,WH10,30,1,2024-04,2024Q2
PO0028672,VND00395,Textiles,SKU5721,2024-10-22,2024-11-09,,740,2941.69,2176850.6,Partially Received,WH08,,,2024-10,2024Q4
PO0009228,VND00583,Chemicals,SKU3167,2023-03-20,2023-04-08,2023-04-08,2605,1456.23,3793479.15,In Transit,WH02,0,0,2023-03,2023Q1
PO0039079,VND00523,Packaging,SKU1592,2022-11-03,2022-11-22,2022-11-22,1681,3326.66,5592115.46,Partially Received,WH01,0,0,2022-11,2022Q4
PO0019594,VND00919,Packaging,SKU1551,2022-07-24,2022-08-05,,2853,1657.51,4728876.03,Partially Received,WH05,,,2022-07,2022Q3
PO0045762,VND00150,Raw Material,SKU2220,2023-07-27,2023-08-03,2023-07-31,2780,1511.1,4200858.0,Pending,WH06,-3,0,2023-07,2023Q3
