Inventory_ID,Product_SKU,Product_Name,Product_Category,Warehouse_ID,Warehouse_Location,Stock_On_Hand,Reorder_Level,Units_Sold_Last_Month,Avg_Stock_On_Hand,Snapshot_Date,Supplier_Lead_Time_Days,Inventory_Turnover_Rate,Months_Of_Supply,Stockout_Risk,Overstock_Risk,SKU_In_Purchase_Orders
INV000196,SKU1222,Product_SKU1222,Electronics,WH01,Mumbai,1307,198,3908,551,2024-01-01,30,85.11,0.33,0,1,1
INV000197,SKU5569,Product_SKU5569,Spare Parts,WH01,Mumbai,2512,906,483,2793,2024-01-01,20,2.08,5.2,0,0,1
INV000198,SKU1479,Product_SKU1479,Textiles,WH01,Mumbai,8349,334,257,6672,2024-01-01,28,0.46,32.49,0,0,1
INV000199,SKU4076,Product_SKU4076,Electronics,WH01,Mumbai,920,1310,7897,5805,2024-01-01,13,16.32,0.12,1,0,1
INV000200,SKU1289,Product_SKU1289,Raw Material,WH01,Mumbai,8493,1652,4031,582,2024-01-01,23,83.11,2.11,0,1,1
INV000201,SKU2477,Product_SKU2477,Electronics,WH01,Mumbai,6318,1863,3692,5204,2024-01-01,16,8.51,1.71,0,0,1
INV000202,SKU4748,Product_SKU4748,Packaging,WH01,Mumbai,599,1225,834,7035,2024-01-01,24,1.42,0.72,1,0,1
INV000203,SKU2700,Product_SKU2700,Electronics,WH01,Mumbai,5364,1337,6261,6300,2024-01-01,13,11.93,0.86,0,0,1
INV000204,SKU5310,Product_SKU5310,Spare Parts,WH01,Mumbai,5445,371,2572,3394,2024-01-01,21,9.09,2.12,0,0,1
INV000205,SKU5162,Product_SKU5162,Chemicals,WH01,Mumbai,572,1495,753,5418,2024-01-01,19,1.67,0.76,1,0,1
INV000206,SKU3245,Product_SKU3245,Chemicals,WH01,Mumbai,7441,858,4332,1307,2024-01-01,6,39.77,1.72,0,1,1
INV000207,SKU4604,Product_SKU4604,Chemicals,WH01,Mumbai,4261,1041,1546,3117,2024-01-01,26,5.95,2.76,0,0,1
INV000208,SKU5373,Product_SKU5373,Electronics,WH01,Mumbai,8593,363,529,7977,2024-01-01,7,0.8,16.24,0,0,1
INV000209,SKU4725,Product_SKU4725,Raw Material,WH01,Mumbai,1505,1201,2283,7670,2024-01-01,21,3.57,0.66,0,0,1
INV000210,SKU4657,Product_SKU4657,Raw Material,WH01,Mumbai,2664,862,4367,8470,2024-01-01,15,6.19,0.61,0,0,1
INV000211,SKU1585,Product_SKU1585,Machinery,WH01,Mumbai,4898,1046,2994,5682,2024-01-01,15,6.32,1.64,0,0,1
INV000212,SKU4325,Product_SKU4325,Raw Material,WH01,Mumbai,681,1021,7714,7825,2024-01-01,20,11.83,0.09,1,0,1
INV000213,SKU4249,Product_SKU4249,IT Equipment,WH01,Mumbai,7307,1764,6803,8911,2024-01-01,30,9.16,1.07,0,0,1
INV000214,SKU1769,Product_SKU1769,Chemicals,WH01,Mumbai,8179,1156,3926,8459,2024-01-01,4,5.57,2.08,0,0,1
INV000215,SKU5802,Product_SKU5802,Packaging,WH01,Mumbai,3177,972,2067,683,2024-01-01,20,36.32,1.54,0,1,1
INV000216,SKU3549,Product_SKU3549,Machinery,WH01,Mumbai,2764,1473,2859,8454,2024-01-01,20,4.06,0.97,0,0,1
INV000217,SKU3683,Product_SKU3683,Raw Material,WH01,Mumbai,7767,1181,2562,5803,2024-01-01,25,5.3,3.03,0,0,1
INV000218,SKU3187,Product_SKU3187,Textiles,WH01,Mumbai,6252,1991,211,4159,2024-01-01,20,0.61,29.63,0,0,1
INV000219,SKU1211,Product_SKU1211,IT Equipment,WH01,Mumbai,5978,303,1985,6399,2024-01-01,28,3.72,3.01,0,0,1
INV000220,SKU5419,Product_SKU5419,Packaging,WH01,Mumbai,6218,1357,6956,7534,2024-01-01,8,11.08,0.89,0,0,1
INV000221,SKU2145,Product_SKU2145,Machinery,WH01,Mumbai,724,189,4555,6105,2024-01-01,14,8.95,0.16,0,0,1
INV000222,SKU1755,Product_SKU1755,Packaging,WH01,Mumbai,1718,1205,5144,4410,2024-01-01,7,14.0,0.33,0,0,1
INV000223,SKU2245,Product_SKU2245,Machinery,WH01,Mumbai,3993,878,1777,7223,2024-01-01,3,2.95,2.25,0,0,1
INV000224,SKU1831,Product_SKU1831,Spare Parts,WH01,Mumbai,9000,1338,7113,6115,2024-01-01,11,13.96,1.27,0,0,1
INV000225,SKU3069,Product_SKU3069,Textiles,WH01,Mumbai,914,1815,5996,4413,2024-01-01,7,16.3,0.15,1,0,1
INV000226,SKU1454,Product_SKU1454,IT Equipment,WH01,Mumbai,5932,1105,7274,1954,2024-01-01,21,44.67,0.82,0,1,1
INV000227,SKU1718,Product_SKU1718,Chemicals,WH01,Mumbai,4570,1619,1766,3588,2024-01-01,12,5.91,2.59,0,0,1
INV000228,SKU5394,Product_SKU5394,Textiles,WH01,Mumbai,1797,1347,561,5402,2024-01-01,3,1.25,3.2,0,0,1
INV000229,SKU5044,Product_SKU5044,Textiles,WH01,Mumbai,4508,437,2714,8799,2024-01-01,21,3.7,1.66,0,0,1
INV000230,SKU4358,Product_SKU4358,IT Equipment,WH01,Mumbai,1422,335,6914,8572,2024-01-01,19,9.68,0.21,0,0,1
INV000231,SKU2601,Product_SKU2601,IT Equipment,WH01,Mumbai,4702,1618,5371,3926,2024-01-01,7,16.42,0.88,0,0,1
INV000232,SKU1335,Product_SKU1335,IT Equipment,WH01,Mumbai,3829,588,6102,685,2024-01-01,12,106.9,0.63,0,1,1
INV000233,SKU4386,Product_SKU4386,IT Equipment,WH01,Mumbai,4717,1328,623,654,2024-01-01,21,11.43,7.57,0,1,1
INV000234,SKU3259,Product_SKU3259,Raw Material,WH01,Mumbai,3409,1264,2469,2475,2024-01-01,16,11.97,1.38,0,0,1
INV000235,SKU5834,Product_SKU5834,Spare Parts,WH01,Mumbai,2989,1368,7390,7013,2024-01-01,16,12.65,0.4,0,0,1
INV000236,SKU3253,Product_SKU3253,IT Equipment,WH01,Mumbai,4699,1223,3644,939,2024-01-01,15,46.57,1.29,0,1,1
INV000237,SKU1069,Product_SKU1069,Raw Material,WH01,Mumbai,5163,1574,6198,6911,2024-01-01,22,10.76,0.83,0,0,1
INV000238,SKU4983,Product_SKU4983,Packaging,WH01,Mumbai,2754,213,4839,3424,2024-01-01,20,16.96,0.57,0,0,1
INV000239,SKU4508,Product_SKU4508,Spare Parts,WH01,Mumbai,1409,978,1888,6368,2024-01-01,16,3.56,0.75,0,0,1
INV000240,SKU5405,Product_SKU5405,IT Equipment,WH01,Mumbai,6838,1063,6735,991,2024-01-01,8,81.55,1.02,0,1,1
INV000241,SKU2027,Product_SKU2027,Spare Parts,WH01,Mumbai,2835,1661,7149,1646,2024-01-01,19,52.12,0.4,0,0,1
INV000242,SKU4317,Product_SKU4317,Machinery,WH01,Mumbai,7797,1738,6552,4107,2024-01-01,3,19.14,1.19,0,0,1
INV000243,SKU1989,Product_SKU1989,IT Equipment,WH01,Mumbai,8393,1680,3568,3678,2024-01-01,5,11.64,2.35,0,1,1
INV000244,SKU5287,Product_SKU5287,IT Equipment,WH01,Mumbai,4005,1512,3898,4105,2024-01-01,13,11.39,1.03,0,0,1
INV000245,SKU1956,Product_SKU1956,IT Equipment,WH01,Mumbai,8804,125,6788,6053,2024-01-01,18,13.46,1.3,0,0,1
INV000246,SKU4510,Product_SKU4510,Raw Material,WH01,Mumbai,8290,366,4671,5263,2024-01-01,7,10.65,1.77,0,0,1
INV000247,SKU3496,Product_SKU3496,Raw Material,WH01,Mumbai,1454,1054,1630,7942,2024-01-01,21,2.46,0.89,0,0,1
INV000248,SKU5956,Product_SKU5956,Raw Material,WH01,Mumbai,8177,1686,4662,6593,2024-01-01,7,8.49,1.75,0,0,1
INV000249,SKU1622,Product_SKU1622,Packaging,WH01,Mumbai,2650,1303,6657,7856,2024-01-01,21,10.17,0.4,0,0,1
INV000250,SKU5387,Product_SKU5387,Electronics,WH01,Mumbai,5689,391,2080,3977,2024-01-01,4,6.28,2.74,0,0,1
INV000251,SKU3488,Product_SKU3488,Raw Material,WH01,Mumbai,315,924,5851,8304,2024-01-01,20,8.46,0.05,1,0,1
INV000252,SKU4233,Product_SKU4233,Packaging,WH01,Mumbai,4744,733,1311,4193,2024-01-01,10,3.75,3.62,0,0,1
INV000253,SKU5241,Product_SKU5241,Electronics,WH01,Mumbai,9275,345,1565,4828,2024-01-01,26,3.89,5.93,0,0,1
INV000254,SKU5613,Product_SKU5613,IT Equipment,WH01,Mumbai,4821,373,5987,5557,2024-01-01,21,12.93,0.81,0,0,1
INV000255,SKU3162,Product_SKU3162,Spare Parts,WH01,Mumbai,907,1764,3663,2602,2024-01-01,26,16.89,0.25,1,0,1
INV000256,SKU1256,Product_SKU1256,Raw Material,WH01,Mumbai,4648,1971,3416,4367,2024-01-01,19,9.39,1.36,0,0,1
INV000257,SKU1499,Product_SKU1499,Raw Material,WH01,Mumbai,7699,1751,4802,3988,2024-01-01,14,14.45,1.6,0,0,1
INV000258,SKU1932,Product_SKU1932,IT Equipment,WH01,Mumbai,9879,1249,4227,918,2024-01-01,5,55.25,2.34,0,1,1
INV000259,SKU4698,Product_SKU4698,Spare Parts,WH01,Mumbai,7670,409,5899,1342,2024-01-01,15,52.75,1.3,0,1,1
INV000260,SKU4278,Product_SKU4278,Electronics,WH01,Mumbai,9870,958,7148,7687,2024-01-01,6,11.16,1.38,0,0,1
INV000261,SKU3086,Product_SKU3086,Machinery,WH01,Mumbai,8623,1715,4577,4721,2024-01-01,7,11.63,1.88,0,0,1
INV000262,SKU5742,Product_SKU5742,Packaging,WH01,Mumbai,1693,1345,7513,2288,2024-01-01,4,39.4,0.23,0,0,1
INV000263,SKU4485,Product_SKU4485,Electronics,WH01,Mumbai,1124,521,3792,1959,2024-01-01,6,23.23,0.3,0,0,1
INV000264,SKU2238,Product_SKU2238,Raw Material,WH01,Mumbai,1921,368,5600,7552,2024-01-01,16,8.9,0.34,0,0,1
INV000265,SKU5469,Product_SKU5469,Raw Material,WH01,Mumbai,2748,269,4061,3972,2024-01-01,13,12.27,0.68,0,0,1
INV000266,SKU4240,Product_SKU4240,Machinery,WH01,Mumbai,4275,1144,1948,4145,2024-01-01,16,5.64,2.19,0,0,1
INV000267,SKU2871,Product_SKU2871,Machinery,WH01,Mumbai,354,943,3291,2368,2024-01-01,15,16.68,0.11,1,0,1
INV000268,SKU3191,Product_SKU3191,Packaging,WH01,Mumbai,4976,1380,4883,2094,2024-01-01,16,27.98,1.02,0,1,1
INV000269,SKU3669,Product_SKU3669,IT Equipment,WH01,Mumbai,7320,447,2843,6010,2024-01-01,7,5.68,2.57,0,0,1
INV000270,SKU5501,Product_SKU5501,Raw Material,WH01,Mumbai,2475,180,2717,8106,2024-01-01,19,4.02,0.91,0,0,1
INV000271,SKU3470,Product_SKU3470,Packaging,WH01,Mumbai,9374,857,5623,6930,2024-01-01,23,9.74,1.67,0,0,1
INV000272,SKU4940,Product_SKU4940,Textiles,WH01,Mumbai,8401,172,6932,1206,2024-01-01,13,68.98,1.21,0,1,1
INV000273,SKU1235,Product_SKU1235,Spare Parts,WH01,Mumbai,6351,1096,1572,8524,2024-01-01,29,2.21,4.04,0,0,1
INV000274,SKU3119,Product_SKU3119,Chemicals,WH01,Mumbai,3278,1944,5451,3084,2024-01-01,28,21.21,0.6,0,0,1
INV000275,SKU5037,Product_SKU5037,IT Equipment,WH01,Mumbai,6206,769,107,671,2024-01-01,18,1.91,58.0,0,1,1
INV000276,SKU2035,Product_SKU2035,Electronics,WH01,Mumbai,1688,1957,6244,4563,2024-01-01,19,16.42,0.27,1,0,1
INV000277,SKU5623,Product_SKU5623,IT Equipment,WH01,Mumbai,2595,168,1451,1093,2024-01-01,26,15.93,1.79,0,1,1
INV000278,SKU4794,Product_SKU4794,Textiles,WH01,Mumbai,7317,1502,5612,8447,2024-01-01,9,7.97,1.3,0,0,1
INV000279,SKU2929,Product_SKU2929,IT Equipment,WH01,Mumbai,202,1261,3325,4002,2024-01-01,15,9.97,0.06,1,0,1
INV000280,SKU2819,Product_SKU2819,Spare Parts,WH01,Mumbai,4681,1405,6088,4519,2024-01-01,12,16.17,0.77,0,0,1
INV000281,SKU3861,Product_SKU3861,IT Equipment,WH01,Mumbai,4219,818,2858,8264,2024-01-01,22,4.15,1.48,0,0,1
INV000282,SKU3515,Product_SKU3515,Textiles,WH01,Mumbai,1730,851,3959,4295,2024-01-01,15,11.06,0.44,0,0,1
INV000283,SKU3914,Product_SKU3914,Spare Parts,WH01,Mumbai,9302,346,7555,4486,2024-01-01,8,20.21,1.23,0,1,1
INV000284,SKU1415,Product_SKU1415,Machinery,WH01,Mumbai,560,852,427,8444,2024-01-01,12,0.61,1.31,1,0,1
INV000285,SKU4271,Product_SKU4271,Raw Material,WH01,Mumbai,6658,1708,1485,2888,2024-01-01,27,6.17,4.48,0,1,1
INV000286,SKU4336,Product_SKU4336,Raw Material,WH01,Mumbai,2743,842,1978,7248,2024-01-01,16,3.27,1.39,0,0,1
INV000287,SKU3933,Product_SKU3933,Packaging,WH01,Mumbai,707,484,6357,3614,2024-01-01,4,21.11,0.11,0,0,1
INV000288,SKU4915,Product_SKU4915,IT Equipment,WH01,Mumbai,2186,194,5841,5708,2024-01-01,6,12.28,0.37,0,0,1
INV000289,SKU5911,Product_SKU5911,Raw Material,WH01,Mumbai,5653,661,7926,2378,2024-01-01,25,40.0,0.71,0,1,1
INV000290,SKU1200,Product_SKU1200,Spare Parts,WH01,Mumbai,7431,1830,6243,7861,2024-01-01,29,9.53,1.19,0,0,1
INV000291,SKU2618,Product_SKU2618,Electronics,WH01,Mumbai,8780,1854,448,8905,2024-01-01,14,0.6,19.6,0,0,1
INV000292,SKU5334,Product_SKU5334,Raw Material,WH01,Mumbai,6573,1201,2593,692,2024-01-01,16,44.97,2.53,0,1,1
INV000293,SKU5375,Product_SKU5375,Machinery,WH01,Mumbai,8499,1737,5946,4434,2024-01-01,12,16.09,1.43,0,0,1
INV000294,SKU3558,Product_SKU3558,Raw Material,WH01,Mumbai,1951,1871,2713,8153,2024-01-01,9,3.99,0.72,0,0,1
INV000295,SKU4720,Product_SKU4720,Spare Parts,WH01,Mumbai,2117,1794,3836,6588,2024-01-01,21,6.99,0.55,0,0,1
INV000296,SKU3692,Product_SKU3692,Chemicals,WH01,Mumbai,7370,1781,3732,1832,2024-01-01,30,24.45,1.97,0,1,1
INV000297,SKU5761,Product_SKU5761,Textiles,WH01,Mumbai,4418,1745,2147,1330,2024-01-01,9,19.37,2.06,0,1,1
INV000298,SKU2264,Product_SKU2264,Raw Material,WH01,Mumbai,7328,843,3194,6560,2024-01-01,13,5.84,2.29,0,0,1
INV000299,SKU2834,Product_SKU2834,Packaging,WH01,Mumbai,2020,875,6711,6049,2024-01-01,22,13.31,0.3,0,0,1
INV000300,SKU3103,Product_SKU3103,Chemicals,WH01,Mumbai,8437,629,5019,7581,2024-01-01,5,7.94,1.68,0,0,1
INV000301,SKU3250,Product_SKU3250,Textiles,WH01,Mumbai,4369,320,458,6432,2024-01-01,22,0.85,9.54,0,0,1
INV000302,SKU1843,Product_SKU1843,Machinery,WH01,Mumbai,2647,722,4432,8958,2024-01-01,17,5.94,0.6,0,0,1
INV000303,SKU1414,Product_SKU1414,Raw Material,WH01,Mumbai,2428,1094,1432,6529,2024-01-01,7,2.63,1.7,0,0,1
INV000304,SKU5577,Product_SKU5577,Chemicals,WH01,Mumbai,9337,625,6434,5377,2024-01-01,24,14.36,1.45,0,0,1
INV000305,SKU4314,Product_SKU4314,Packaging,WH01,Mumbai,4171,976,6135,8248,2024-01-01,28,8.93,0.68,0,0,1
INV000306,SKU1204,Product_SKU1204,Machinery,WH01,Mumbai,3349,1615,1499,841,2024-01-01,21,21.39,2.23,0,1,1
INV000307,SKU4497,Product_SKU4497,Electronics,WH01,Mumbai,185,159,1493,1828,2024-01-01,18,9.8,0.12,0,0,1
INV000308,SKU4682,Product_SKU4682,Chemicals,WH01,Mumbai,4357,891,4003,4917,2024-01-01,10,9.77,1.09,0,0,1
INV000309,SKU4966,Product_SKU4966,Textiles,WH01,Mumbai,7175,685,6226,6413,2024-01-01,18,11.65,1.15,0,0,1
INV000310,SKU5077,Product_SKU5077,Spare Parts,WH01,Mumbai,1421,245,7100,6160,2024-01-01,16,13.83,0.2,0,0,1
INV000311,SKU3705,Product_SKU3705,Spare Parts,WH01,Mumbai,8124,1665,5282,5227,2024-01-01,7,12.13,1.54,0,0,1
INV000312,SKU1566,Product_SKU1566,Raw Material,WH01,Mumbai,5701,640,2194,3896,2024-01-01,20,6.76,2.6,0,0,1
INV000313,SKU1925,Product_SKU1925,Spare Parts,WH01,Mumbai,7532,1260,4263,7959,2024-01-01,4,6.43,1.77,0,0,1
INV000314,SKU4245,Product_SKU4245,Chemicals,WH01,Mumbai,5660,749,3962,1022,2024-01-01,28,46.52,1.43,0,1,1
INV000315,SKU3274,Product_SKU3274,Machinery,WH01,Mumbai,1563,1128,4684,672,2024-01-01,20,83.64,0.33,0,1,1
INV000316,SKU2717,Product_SKU2717,Packaging,WH01,Mumbai,6776,502,2411,8035,2024-01-01,26,3.6,2.81,0,0,1
INV000317,SKU1550,Product_SKU1550,Spare Parts,WH01,Mumbai,1284,1771,6276,2745,2024-01-01,15,27.44,0.2,1,0,1
INV000318,SKU3971,Product_SKU3971,IT Equipment,WH01,Mumbai,6580,167,352,8120,2024-01-01,12,0.52,18.69,0,0,1
INV000319,SKU3973,Product_SKU3973,Electronics,WH01,Mumbai,1129,789,62,2385,2024-01-01,8,0.31,18.21,0,0,1
INV000320,SKU1436,Product_SKU1436,Spare Parts,WH01,Mumbai,846,1701,473,789,2024-01-01,8,7.19,1.79,1,0,1
INV000321,SKU2534,Product_SKU2534,Raw Material,WH01,Mumbai,6327,1541,7348,5369,2024-01-01,16,16.42,0.86,0,0,1
INV000322,SKU2683,Product_SKU2683,Packaging,WH01,Mumbai,9967,1251,3584,7418,2024-01-01,24,5.8,2.78,0,0,1
INV000323,SKU5809,Product_SKU5809,Machinery,WH01,Mumbai,3034,1190,330,6687,2024-01-01,26,0.59,9.19,0,0,1
INV000324,SKU5122,Product_SKU5122,Spare Parts,WH01,Mumbai,7520,1122,1751,5597,2024-01-01,16,3.75,4.29,0,0,1
INV000325,SKU2138,Product_SKU2138,Textiles,WH01,Mumbai,8323,1174,2623,8355,2024-01-01,13,3.77,3.17,0,0,1
INV000326,SKU3380,Product_SKU3380,IT Equipment,WH01,Mumbai,8519,1238,1496,2153,2024-01-01,12,8.34,5.69,0,1,1
INV000327,SKU4017,Product_SKU4017,Machinery,WH01,Mumbai,5063,1393,5237,5534,2024-01-01,9,11.36,0.97,0,0,1
INV000328,SKU3768,Product_SKU3768,Chemicals,WH01,Mumbai,8530,1618,4495,1969,2024-01-01,20,27.39,1.9,0,1,1
INV000329,SKU5360,Product_SKU5360,Textiles,WH01,Mumbai,9160,995,7545,8976,2024-01-01,7,10.09,1.21,0,0,1
INV000330,SKU4123,Product_SKU4123,Packaging,WH01,Mumbai,9168,1018,5755,3246,2024-01-01,18,21.28,1.59,0,1,1
INV000331,SKU3701,Product_SKU3701,IT Equipment,WH01,Mumbai,977,179,1250,5279,2024-01-01,11,2.84,0.78,0,0,1
INV000332,SKU2281,Product_SKU2281,Spare Parts,WH01,Mumbai,2189,476,390,2482,2024-01-01,4,1.89,5.61,0,0,1
INV000333,SKU4463,Product_SKU4463,Packaging,WH01,Mumbai,8346,1911,1460,6295,2024-01-01,24,2.78,5.72,0,0,1
INV000334,SKU2244,Product_SKU2244,Machinery,WH01,Mumbai,9760,1231,3150,6101,2024-01-01,10,6.2,3.1,0,0,1
INV000335,SKU1878,Product_SKU1878,Spare Parts,WH01,Mumbai,6906,1445,6714,4039,2024-01-01,18,19.95,1.03,0,0,1
INV000336,SKU1417,Product_SKU1417,Spare Parts,WH01,Mumbai,6976,618,1807,635,2024-01-01,28,34.15,3.86,0,1,1
INV000337,SKU5986,Product_SKU5986,IT Equipment,WH01,Mumbai,8710,325,6683,1082,2024-01-01,23,74.12,1.3,0,1,1
INV000338,SKU1293,Product_SKU1293,Packaging,WH01,Mumbai,9193,1938,2217,8261,2024-01-01,3,3.22,4.15,0,0,1
INV000339,SKU1659,Product_SKU1659,Spare Parts,WH01,Mumbai,8643,856,5894,1423,2024-01-01,25,49.7,1.47,0,1,1
INV000340,SKU5333,Product_SKU5333,IT Equipment,WH01,Mumbai,4060,1039,827,6672,2024-01-01,14,1.49,4.91,0,0,1
INV000341,SKU2937,Product_SKU2937,IT Equipment,WH01,Mumbai,9040,557,6004,6482,2024-01-01,19,11.12,1.51,0,0,1
INV000342,SKU2453,Product_SKU2453,Packaging,WH01,Mumbai,2005,329,1706,1010,2024-01-01,29,20.27,1.18,0,0,1
INV000343,SKU4651,Product_SKU4651,Chemicals,WH01,Mumbai,4726,1131,4615,7726,2024-01-01,25,7.17,1.02,0,0,1
INV000344,SKU1819,Product_SKU1819,Machinery,WH01,Mumbai,8998,1116,4014,4476,2024-01-01,13,10.76,2.24,0,1,1
INV000345,SKU5764,Product_SKU5764,Packaging,WH01,Mumbai,3074,1056,4462,575,2024-01-01,19,93.12,0.69,0,1,1
INV000346,SKU4857,Product_SKU4857,Machinery,WH01,Mumbai,3978,102,5644,1662,2024-01-01,9,40.75,0.7,0,1,1
INV000347,SKU4100,Product_SKU4100,Chemicals,WH01,Mumbai,4146,1592,4119,8736,2024-01-01,19,5.66,1.01,0,0,1
INV000348,SKU4555,Product_SKU4555,Machinery,WH01,Mumbai,3767,251,118,2921,2024-01-01,25,0.48,31.92,0,0,1
INV000349,SKU3994,Product_SKU3994,Machinery,WH01,Mumbai,9258,1561,80,1040,2024-01-01,29,0.92,115.72,0,1,1
INV000350,SKU1440,Product_SKU1440,Spare Parts,WH01,Mumbai,1030,1910,3096,4208,2024-01-01,24,8.83,0.33,1,0,1
INV000351,SKU1704,Product_SKU1704,Raw Material,WH01,Mumbai,5579,1381,5762,6556,2024-01-01,5,10.55,0.97,0,0,1
INV000352,SKU2146,Product_SKU2146,Packaging,WH01,Mumbai,8791,1228,6782,2740,2024-01-01,28,29.7,1.3,0,1,1
INV000353,SKU1103,Product_SKU1103,IT Equipment,WH01,Mumbai,9644,810,6601,3110,2024-01-01,9,25.47,1.46,0,1,1
INV000354,SKU2032,Product_SKU2032,Textiles,WH01,Mumbai,6683,1476,4247,903,2024-01-01,23,56.44,1.57,0,1,1
INV000355,SKU4184,Product_SKU4184,Textiles,WH01,Mumbai,1380,1734,737,6187,2024-01-01,21,1.43,1.87,1,0,1
INV000356,SKU2982,Product_SKU2982,Chemicals,WH01,Mumbai,1060,1265,2888,3198,2024-01-01,7,10.84,0.37,1,0,1
INV000357,SKU2778,Product_SKU2778,Textiles,WH01,Mumbai,560,1313,4290,6272,2024-01-01,11,8.21,0.13,1,0,1
INV000358,SKU4735,Product_SKU4735,Chemicals,WH01,Mumbai,4361,866,670,7870,2024-01-01,11,1.02,6.51,0,0,1
INV000359,SKU5111,Product_SKU5111,Packaging,WH01,Mumbai,8293,465,3325,2063,2024-01-01,20,19.34,2.49,0,1,1
INV000360,SKU5910,Product_SKU5910,Packaging,WH01,Mumbai,1206,1271,7530,5545,2024-01-01,30,16.3,0.16,1,0,1
INV000361,SKU2836,Product_SKU2836,Electronics,WH01,Mumbai,388,1476,2574,6437,2024-01-01,24,4.8,0.15,1,0,1
INV000362,SKU1023,Product_SKU1023,Machinery,WH01,Mumbai,2166,579,3802,8909,2024-01-01,7,5.12,0.57,0,0,1
INV000363,SKU2776,Product_SKU2776,Raw Material,WH01,Mumbai,2907,509,5330,2705,2024-01-01,16,23.65,0.55,0,0,1
INV000364,SKU3225,Product_SKU3225,Textiles,WH01,Mumbai,1403,835,6503,3853,2024-01-01,21,20.25,0.22,0,0,1
INV000365,SKU1683,Product_SKU1683,Electronics,WH01,Mumbai,2962,1940,2251,8042,2024-01-01,4,3.36,1.32,0,0,1
INV000366,SKU1362,Product_SKU1362,Chemicals,WH01,Mumbai,3179,1288,6727,4206,2024-01-01,15,19.19,0.47,0,0,1
INV000367,SKU2303,Product_SKU2303,Textiles,WH01,Mumbai,256,770,5694,1077,2024-01-01,26,63.44,0.04,1,0,1
INV000368,SKU1647,Product_SKU1647,Textiles,WH01,Mumbai,1596,930,1487,4328,2024-01-01,21,4.12,1.07,0,0,1
INV000369,SKU1108,Product_SKU1108,Textiles,WH01,Mumbai,7810,1046,395,8808,2024-01-01,12,0.54,19.77,0,0,1
INV000370,SKU5637,Product_SKU5637,Textiles,WH01,Mumbai,924,793,5964,2728,2024-01-01,3,26.23,0.15,0,0,1
INV000371,SKU1213,Product_SKU1213,Machinery,WH01,Mumbai,1376,1084,5521,4059,2024-01-01,6,16.32,0.25,0,0,1
INV000372,SKU1637,Product_SKU1637,Raw Material,WH01,Mumbai,5373,1178,2566,6159,2024-01-01,24,5.0,2.09,0,0,1
INV000373,SKU3518,Product_SKU3518,Electronics,WH01,Mumbai,6043,300,5468,3410,2024-01-01,20,19.24,1.11,0,0,1
INV000374,SKU2509,Product_SKU2509,Textiles,WH01,Mumbai,3764,1005,6960,5507,2024-01-01,9,15.17,0.54,0,0,1
INV000375,SKU5174,Product_SKU5174,Packaging,WH01,Mumbai,7126,1959,3133,3512,2024-01-01,9,10.71,2.27,0,1,1
INV000376,SKU1504,Product_SKU1504,Chemicals,WH01,Mumbai,6890,1372,6287,6867,2024-01-01,22,10.99,1.1,0,0,1
INV000377,SKU5969,Product_SKU5969,Raw Material,WH01,Mumbai,2230,261,5612,4752,2024-01-01,21,14.17,0.4,0,0,1
INV000378,SKU3490,Product_SKU3490,Textiles,WH01,Mumbai,8855,471,1210,8068,2024-01-01,25,1.8,7.32,0,0,1
INV000379,SKU2389,Product_SKU2389,Chemicals,WH01,Mumbai,1404,431,436,2247,2024-01-01,9,2.33,3.22,0,0,1
INV000380,SKU4329,Product_SKU4329,Chemicals,WH01,Mumbai,2719,493,3903,4870,2024-01-01,14,9.62,0.7,0,0,1
INV000381,SKU3458,Product_SKU3458,Chemicals,WH01,Mumbai,1335,626,568,2375,2024-01-01,8,2.87,2.35,0,0,1
INV000382,SKU1867,Product_SKU1867,Raw Material,WH01,Mumbai,1649,367,1320,1207,2024-01-01,10,13.12,1.25,0,0,1
INV000383,SKU4313,Product_SKU4313,Machinery,WH01,Mumbai,5090,530,3786,4905,2024-01-01,11,9.26,1.34,0,0,1
INV000384,SKU5323,Product_SKU5323,Textiles,WH01,Mumbai,8475,1824,6569,1307,2024-01-01,19,60.31,1.29,0,1,1
INV000385,SKU4656,Product_SKU4656,Machinery,WH01,Mumbai,2828,870,7769,8536,2024-01-01,17,10.92,0.36,0,0,1
INV000386,SKU2948,Product_SKU2948,Machinery,WH01,Mumbai,9779,1912,2686,4183,2024-01-01,20,7.71,3.64,0,1,1
INV000387,SKU2296,Product_SKU2296,Textiles,WH01,Mumbai,5904,575,6646,8400,2024-01-01,29,9.49,0.89,0,0,1
INV000388,SKU1185,Product_SKU1185,IT Equipment,WH01,Mumbai,7558,483,3951,3485,2024-01-01,25,13.6,1.91,0,1,1
INV000389,SKU3797,Product_SKU3797,Raw Material,WH01,Mumbai,8113,1436,4528,4747,2024-01-01,26,11.45,1.79,0,0,1
INV000390,SKU3341,Product_SKU3341,Electronics,WH01,Mumbai,5525,1981,3853,3161,2024-01-01,6,14.63,1.43,0,0,1
INV000391,SKU3345,Product_SKU3345,Chemicals,WH01,Mumbai,2440,1604,7375,5728,2024-01-01,3,15.45,0.33,0,0,1
INV000392,SKU2454,Product_SKU2454,Spare Parts,WH01,Mumbai,4843,554,6191,2151,2024-01-01,6,34.54,0.78,0,1,1
