Shipment_ID,PO_ID,Vendor_ID,Shipment_Mode,Carrier_Name,Dispatch_Date,Delivered_Date,Freight_Cost_INR,Shipment_Weight_KG,Freight_Cost_Per_KG,Origin_Country,Destination_Warehouse,Damage_Flag,Transit_Days,Month_Start
SHP00000185,PO0038079,VND00858,Unknown,Gati,2023-12-28,2024-01-07,235371.37,2060.2,114.25,South Korea,WH05,No,10,2023-12-01
SHP00000186,PO0022209,VND00003,Sea,Hapag-Lloyd,2021-07-08,2021-08-17,228565.57,8754.2,26.11,Bangladesh,WH02,No,40,2021-07-01
SHP00000187,PO0021014,VND00233,Road,BlueDart,2024-02-12,2024-02-24,83141.58,18984.8,4.38,Japan,WH06,No,12,2024-02-01
SHP00000188,PO0025072,VND00648,Air,FedEx,2022-02-23,2022-03-30,101401.31,587.8,172.51,Thailand,WH10,No,35,2022-02-01
SHP00000189,PO0047987,VND00031,Road,DHL,2023-02-22,2023-02-25,237600.25,9318.1,25.5,Germany,WH09,No,3,2023-02-01
SHP00000190,PO0039070,VND00409,Sea,Ecom Express,2021-06-11,2021-07-20,65108.8,4823.1,13.5,USA,WH10,No,39,2021-06-01
SHP00000191,PO0003215,VND00778,Road,Maersk,2023-10-25,2023-11-03,104049.82,11220.9,9.27,Bangladesh,WH01,No,9,2023-10-01
SHP00000192,PO0024288,VND00404,Sea,Ecom Express,2022-04-28,2022-05-02,12931.12,1558.4,8.3,USA,WH02,No,4,2022-04-01
SHP00000193,PO0043877,VND00529,Sea,Ecom Express,2024-05-21,2024-06-26,185538.84,17978.6,10.32,Thailand,WH02,No,36,2024-05-01
SHP00000194,PO0040390,VND00785,Sea,BlueDart,2023-07-16,2023-08-04,102867.95,1285.9,80.0,Thailand,WH03,No,19,2023-07-01
SHP00000195,PO0028369,VND00872,Unknown,DTDC,2022-04-11,2022-04-28,227840.0,1257.5,181.18,Germany,WH08,No,17,2022-04-01
SHP00000196,PO0000668,VND00199,Sea,Hapag-Lloyd,2024-04-02,2024-04-04,227305.35,14161.4,16.05,Japan,WH10,No,2,2024-04-01
SHP00000197,PO0000246,VND00937,Road,DTDC,2023-05-24,2023-06-29,21368.59,19674.9,1.09,India,WH07,No,36,2023-05-01
SHP00000198,PO0024056,VND00108,Road,FedEx,2022-01-04,2022-02-04,139494.78,7051.4,19.78,Thailand,WH10,No,31,2022-01-01
SHP00000199,PO0035037,VND00713,Rail,BlueDart,2022-12-05,2022-12-10,183709.85,10586.7,17.35,South Korea,WH10,No,5,2022-12-01
SHP00000200,PO0023981,VND00687,Road,FedEx,2024-03-25,2024-03-26,77769.77,18068.1,4.3,Vietnam,WH06,Yes,1,2024-03-01
SHP00000201,PO0042025,VND00708,Air,DTDC,2023-06-14,2023-07-20,233412.84,7653.9,30.5,USA,WH07,Yes,36,2023-06-01
SHP00000202,PO0031427,VND00341,Sea,Maersk,2024-02-20,2024-04-04,132042.43,6694.3,19.72,Vietnam,WH04,Yes,44,2024-02-01
SHP00000203,PO0014563,VND00094,Road,Ecom Express,2024-08-25,2024-10-01,109278.64,9859.6,11.08,China,WH04,No,37,2024-08-01
SHP00000204,PO0031230,VND00399,Air,DHL,2022-08-03,2022-08-15,145987.16,13702.6,10.65,Malaysia,WH08,No,12,2022-08-01
SHP00000205,PO0011544,VND00789,Road,BlueDart,2021-06-17,2021-06-21,205618.1,4247.9,48.4,South Korea,WH07,No,4,2021-06-01
SHP00000206,PO0004671,VND00997,Air,Hapag-Lloyd,2023-02-05,2023-03-16,82296.86,10767.2,7.64,Germany,WH01,Yes,39,2023-02-01
SHP00000207,PO0036630,VND00535,Road,Gati,2024-12-05,2024-12-12,62869.06,388.6,161.78,India,WH02,No,7,2024-12-01
SHP00000208,PO0049567,VND00736,Road,DTDC,2024-12-19,2024-12-30,186523.4,1972.9,94.54,India,WH03,Yes,11,2024-12-01
SHP00000209,PO0043249,VND00290,Air,Hapag-Lloyd,2023-01-03,2023-01-08,126358.11,19085.8,6.62,China,WH03,No,5,2023-01-01
SHP00000210,PO0013393,VND00481,Rail,Ecom Express,2022-09-03,2022-10-02,234219.51,894.1,261.96,Vietnam,WH06,No,29,2022-09-01
SHP00000211,PO0034686,VND00362,Air,DHL,2023-02-15,2023-02-18,173155.81,9422.3,18.38,Thailand,WH01,No,3,2023-02-01
SHP00000212,PO0026000,VND00321,Road,FedEx,2024-03-25,2024-05-06,127481.46,12228.6,10.42,Bangladesh,WH04,No,42,2024-03-01
SHP00000213,PO0034060,VND00875,Road,Gati,2022-12-29,2023-01-10,192308.99,10452.8,18.4,South Korea,WH01,No,12,2022-12-01
SHP00000214,PO0046738,VND00182,Rail,Gati,2024-11-22,2024-11-29,91370.17,14742.7,6.2,South Korea,WH04,Yes,7,2024-11-01
SHP00000215,PO0012133,VND00251,Road,Gati,2022-02-23,2022-03-18,76452.73,14383.5,5.32,Thailand,WH06,No,23,2022-02-01
SHP00000216,PO0013505,VND00467,Sea,DHL,2024-05-04,2024-05-31,64920.56,16582.9,3.91,Malaysia,WH02,No,27,2024-05-01
SHP00000217,PO0024781,VND00549,Unknown,DHL,2021-01-07,2021-02-09,184723.63,1496.0,123.48,Bangladesh,WH04,No,33,2021-01-01
SHP00000218,PO0042677,VND00359,Rail,BlueDart,2024-07-31,2024-09-12,126508.12,2042.4,61.94,Vietnam,WH02,No,43,2024-07-01
SHP00000219,PO0029176,VND00540,Unknown,FedEx,2021-02-03,2021-02-15,71647.01,4196.6,17.07,South Korea,WH03,No,12,2021-02-01
SHP00000220,PO0016057,VND00947,Sea,DTDC,2023-10-15,2023-11-20,160671.5,18793.1,8.55,India,WH01,Yes,36,2023-10-01
SHP00000221,PO0010437,VND00804,Sea,Gati,2022-08-03,2022-08-17,218037.71,19311.4,11.29,Germany,WH05,No,14,2022-08-01
SHP00000222,PO0016340,VND00738,Road,Gati,2024-11-14,2024-12-24,5296.03,17128.4,0.31,USA,WH06,No,40,2024-11-01
SHP00000223,PO0040435,VND00630,Road,DHL,2024-10-13,2024-11-11,33560.83,504.7,66.5,India,WH04,No,29,2024-10-01
SHP00000224,PO0017387,VND00283,Rail,BlueDart,2023-03-18,2023-04-27,14869.38,12268.8,1.21,South Korea,WH08,No,40,2023-03-01
SHP00000225,PO0015195,VND00837,Road,BlueDart,2021-04-29,2021-06-03,24512.77,4154.0,5.9,South Korea,WH07,No,35,2021-04-01
SHP00000226,PO0020865,VND00638,Road,DTDC,2021-06-19,2021-07-20,223405.96,2208.2,101.17,Vietnam,WH01,Yes,31,2021-06-01
SHP00000227,PO0018892,VND00235,Sea,Ecom Express,2022-12-29,2023-01-06,35414.44,7756.4,4.57,Japan,WH03,Yes,8,2022-12-01
SHP00000228,PO0011291,VND00886,Air,Ecom Express,2022-11-01,2022-11-17,140507.75,13409.9,10.48,Vietnam,WH07,No,16,2022-11-01
SHP00000229,PO0048573,VND00497,Road,Gati,2021-01-01,2021-02-10,220151.41,17469.0,12.6,Malaysia,WH08,No,40,2021-01-01
SHP00000230,PO0024225,VND00490,Rail,Gati,2021-05-04,2021-06-12,140384.59,8708.0,16.12,Vietnam,WH08,No,39,2021-05-01
SHP00000231,PO0032741,VND00711,Road,DTDC,2022-11-11,2022-12-10,216631.09,13426.1,16.14,Germany,WH08,No,29,2022-11-01
SHP00000232,PO0041911,VND00128,Sea,BlueDart,2022-12-08,2023-01-02,220408.81,17977.1,12.26,USA,WH02,No,25,2022-12-01
SHP00000233,PO0026268,VND00437,Rail,FedEx,2021-09-28,2021-10-08,43930.35,410.9,106.91,Thailand,WH04,No,10,2021-09-01
SHP00000234,PO0022925,VND00794,Air,BlueDart,2024-02-17,2024-03-15,238983.34,19930.4,11.99,Bangladesh,WH03,Yes,27,2024-02-01
SHP00000235,PO0011196,VND00608,Sea,Gati,2024-07-30,2024-08-03,134282.19,3449.8,38.92,India,WH04,Yes,4,2024-07-01
SHP00000236,PO0042239,VND00063,Sea,DHL,2021-01-01,2021-01-16,65973.57,15.5,4256.36,Thailand,WH06,No,15,2021-01-01
SHP00000237,PO0025948,VND00327,Road,FedEx,2022-03-25,2022-03-30,196341.47,4888.6,40.16,South Korea,WH05,No,5,2022-03-01
SHP00000238,PO0034295,VND00088,Air,Ecom Express,2022-03-17,2022-04-25,18445.48,3986.9,4.63,South Korea,WH07,Yes,39,2022-03-01
SHP00000239,PO0040279,VND00852,Sea,Gati,2021-03-01,2021-03-18,75904.69,16496.7,4.6,Vietnam,WH09,No,17,2021-03-01
SHP00000240,PO0028067,VND00873,Rail,DHL,2022-12-31,2023-02-01,190760.44,17655.6,10.8,USA,WH03,No,32,2022-12-01
SHP00000241,PO0042011,VND00402,Rail,Gati,2022-07-06,2022-07-27,247559.38,9219.0,26.85,Vietnam,WH04,No,21,2022-07-01
SHP00000242,PO0007965,VND00406,Air,DTDC,2023-09-18,2023-10-10,90017.3,19598.7,4.59,USA,WH07,No,22,2023-09-01
SHP00000243,PO0006873,VND00044,Unknown,BlueDart,2024-01-17,2024-02-01,225288.01,14731.7,15.29,China,WH04,No,15,2024-01-01
SHP00000244,PO0002772,VND00345,Rail,Gati,2021-11-05,2021-12-10,42467.71,19382.9,2.19,USA,WH04,No,35,2021-11-01
SHP00000245,PO0048736,VND00135,Air,DTDC,2022-12-25,2023-02-05,123631.54,6085.1,20.32,South Korea,WH07,No,42,2022-12-01
SHP00000246,PO0019641,VND00659,Air,BlueDart,2021-10-23,2021-11-10,245322.43,7524.3,32.6,Malaysia,WH10,No,18,2021-10-01
SHP00000247,PO0015569,VND00607,Air,Maersk,2022-09-16,2022-10-18,169100.04,633.3,267.01,Bangladesh,WH08,No,32,2022-09-01
SHP00000248,PO0006823,VND00582,Sea,DHL,2022-12-05,2022-12-29,241281.09,13327.4,18.1,Japan,WH10,Yes,24,2022-12-01
SHP00000249,PO0036761,VND00386,Air,Ecom Express,2022-10-27,2022-11-01,194643.33,19743.0,9.86,South Korea,WH05,No,5,2022-10-01
SHP00000250,PO0011005,VND00563,Rail,Maersk,2024-11-01,2024-11-25,20492.06,11693.1,1.75,China,WH09,No,24,2024-11-01
SHP00000251,PO0039669,VND00554,Sea,DTDC,2024-01-15,2024-01-18,78387.76,19829.4,3.95,Thailand,WH04,Yes,3,2024-01-01
SHP00000252,PO0019270,VND00774,Sea,Gati,2021-01-13,2021-01-26,50324.23,17447.5,2.88,Germany,WH09,Yes,13,2021-01-01
SHP00000253,PO0021184,VND00882,Sea,Hapag-Lloyd,2021-08-23,2021-10-04,31025.47,1827.7,16.98,Malaysia,WH05,No,42,2021-08-01
SHP00000254,PO0032243,VND00845,Sea,FedEx,2021-06-02,2021-06-19,243784.11,13094.4,18.62,Vietnam,WH08,No,17,2021-06-01
SHP00000255,PO0018801,VND00690,Sea,BlueDart,2024-03-30,2024-05-02,106245.78,15356.3,6.92,Malaysia,WH05,No,33,2024-03-01
SHP00000256,PO0020491,VND00119,Rail,DTDC,2023-12-21,2024-01-12,65451.48,10141.9,6.45,USA,WH01,Yes,22,2023-12-01
SHP00000257,PO0033124,VND00973,Air,Hapag-Lloyd,2021-04-16,2021-05-03,8758.83,15949.3,0.55,Japan,WH08,No,17,2021-04-01
SHP00000258,PO0018616,VND00233,Road,BlueDart,2021-08-13,2021-08-30,182128.49,2895.8,62.89,USA,WH01,Yes,17,2021-08-01
SHP00000259,PO0040998,VND00950,Sea,Gati,2024-03-01,2024-03-18,55768.69,9460.0,5.9,Thailand,WH10,No,17,2024-03-01
SHP00000260,PO0039668,VND00755,Road,Hapag-Lloyd,2022-01-25,2022-02-18,82758.55,19541.5,4.24,Vietnam,WH09,No,24,2022-01-01
SHP00000261,PO0047926,VND00604,Road,Maersk,2024-06-10,2024-07-20,34269.4,3411.5,10.05,Vietnam,WH05,Yes,40,2024-06-01
SHP00000262,PO0015952,VND00221,Road,Gati,2021-10-21,2021-12-02,101610.15,19028.1,5.34,Vietnam,WH08,No,42,2021-10-01
SHP00000263,PO0010103,VND00273,Air,Maersk,2024-09-06,2024-09-08,19833.15,9828.9,2.02,India,WH04,No,2,2024-09-01
SHP00000264,PO0024239,VND00949,Road,Ecom Express,2022-07-04,2022-07-23,95430.59,12662.8,7.54,Japan,WH09,No,19,2022-07-01
SHP00000265,PO0041113,VND00387,Road,Ecom Express,2024-06-14,2024-07-11,230734.15,5079.2,45.43,Vietnam,WH05,No,27,2024-06-01
SHP00000266,PO0029740,VND00115,Unknown,Gati,2022-12-31,2023-02-08,31469.65,16667.2,1.89,Germany,WH09,Yes,39,2022-12-01
SHP00000267,PO0010581,VND00298,Road,FedEx,2023-07-03,2023-07-29,247212.88,16437.2,15.04,Vietnam,WH01,No,26,2023-07-01
SHP00000268,PO0048720,VND00646,Road,Hapag-Lloyd,2024-08-30,2024-10-08,176392.19,4236.1,41.64,India,WH02,Yes,39,2024-08-01
SHP00000269,PO0008118,VND00716,Road,Gati,2022-03-31,2022-04-10,45730.47,13212.4,3.46,Thailand,WH01,No,10,2022-03-01
SHP00000270,PO0021125,VND00059,Road,Maersk,2023-11-28,2024-01-02,183598.23,4950.6,37.09,Germany,WH09,No,35,2023-11-01
SHP00000271,PO0022205,VND00125,Rail,Gati,2022-08-01,2022-08-15,62789.83,13215.3,4.75,Malaysia,WH10,No,14,2022-08-01
SHP00000272,PO0008040,VND00138,Air,Gati,2022-03-20,2022-04-01,86633.68,13816.9,6.27,Bangladesh,WH05,No,12,2022-03-01
SHP00000273,PO0037171,VND00270,Rail,FedEx,2021-02-01,2021-03-04,87265.84,19380.4,4.5,South Korea,WH05,No,31,2021-02-01
SHP00000274,PO0039597,VND00495,Sea,FedEx,2022-07-30,2022-08-28,97422.45,7121.2,13.68,Bangladesh,WH08,No,29,2022-07-01
SHP00000275,PO0030936,VND00227,Road,BlueDart,2023-01-22,2023-02-05,236676.04,5993.2,39.49,Thailand,WH02,No,14,2023-01-01
SHP00000276,PO0002036,VND00930,Air,Ecom Express,2024-12-26,2025-01-15,25755.27,19978.4,1.29,Japan,WH03,No,20,2024-12-01
SHP00000277,PO0007332,VND00028,Unknown,Maersk,2024-12-05,2025-01-17,41008.78,13674.1,3.0,China,WH01,No,43,2024-12-01
SHP00000278,PO0012987,VND00100,Air,Ecom Express,2023-07-02,2023-08-07,233060.87,8692.7,26.81,Thailand,WH09,No,36,2023-07-01
SHP00000279,PO0014020,VND00866,Rail,Ecom Express,2024-11-24,2024-12-22,111217.77,6946.0,16.01,Japan,WH06,No,28,2024-11-01
SHP00000280,PO0044524,VND00205,Rail,FedEx,2023-09-02,2023-10-04,163817.09,13437.0,12.19,South Korea,WH05,No,32,2023-09-01
SHP00000281,PO0030531,VND00232,Rail,DHL,2023-12-10,2024-01-03,197328.51,11183.8,17.64,South Korea,WH06,Yes,24,2023-12-01
SHP00000282,PO0045069,VND00890,Air,DHL,2021-01-20,2021-02-25,51120.12,11524.8,4.44,Japan,WH01,No,36,2021-01-01
SHP00000283,PO0015136,VND00095,Sea,Ecom Express,2022-10-17,2022-10-19,229147.81,18039.8,12.7,Germany,WH05,No,2,2022-10-01
SHP00000284,PO0036550,VND00609,Sea,Maersk,2022-06-19,2022-07-12,70476.36,2329.3,30.26,Bangladesh,WH10,Yes,23,2022-06-01
SHP00000285,PO0009617,VND00343,Air,BlueDart,2021-06-29,2021-07-21,164533.9,18412.8,8.94,Malaysia,WH02,No,22,2021-06-01
SHP00000286,PO0036559,VND00403,Rail,DTDC,2021-08-22,2021-09-25,80341.36,17729.8,4.53,India,WH09,No,34,2021-08-01
SHP00000287,PO0020080,VND00833,Rail,Ecom Express,2023-06-05,2023-07-06,241216.13,13990.5,17.24,Germany,WH06,No,31,2023-06-01
SHP00000288,PO0017152,VND00683,Road,DHL,2022-10-08,2022-11-01,127801.14,5960.0,21.44,Thailand,WH04,No,24,2022-10-01
SHP00000289,PO0030472,VND00380,Rail,Maersk,2023-11-25,2023-12-17,39601.82,19597.9,2.02,USA,WH02,Yes,22,2023-11-01
SHP00000290,PO0044012,VND00941,Sea,Hapag-Lloyd,2023-11-14,2023-12-22,162701.59,10819.8,15.04,Bangladesh,WH04,No,38,2023-11-01
SHP00000291,PO0012364,VND00156,Sea,DTDC,2021-02-04,2021-03-07,152370.67,16535.1,9.21,Vietnam,WH07,No,31,2021-02-01
SHP00000292,PO0024068,VND00150,Rail,BlueDart,2024-10-27,2024-11-23,16170.0,14986.6,1.08,Bangladesh,WH10,No,27,2024-10-01
SHP00000293,PO0017059,VND00439,Road,Hapag-Lloyd,2022-08-15,2022-09-28,20666.4,19964.0,1.04,Japan,WH09,No,44,2022-08-01
SHP00000294,PO0048111,VND00946,Road,Hapag-Lloyd,2022-04-18,2022-05-24,222713.48,5570.7,39.98,South Korea,WH03,Yes,36,2022-04-01
SHP00000295,PO0009513,VND00165,Rail,Ecom Express,2022-07-26,2022-08-22,175358.23,6431.0,27.27,India,WH02,No,27,2022-07-01
SHP00000296,PO0044618,VND00413,Sea,BlueDart,2024-06-13,2024-07-20,209608.59,9476.4,22.12,USA,WH10,No,37,2024-06-01
SHP00000297,PO0007751,VND00280,Road,Maersk,2022-05-28,2022-06-13,222404.51,270.3,822.81,South Korea,WH01,Yes,16,2022-05-01
SHP00000298,PO0019480,VND00113,Road,DHL,2022-11-09,2022-12-17,37977.86,3768.4,10.08,China,WH01,Yes,38,2022-11-01
SHP00000299,PO0035976,VND00849,Road,Ecom Express,2021-03-03,2021-03-21,5872.8,7618.7,0.77,USA,WH02,No,18,2021-03-01
SHP00000300,PO0001576,VND00705,Rail,DTDC,2022-02-07,2022-02-20,117305.06,15781.2,7.43,Malaysia,WH08,No,13,2022-02-01
SHP00000301,PO0000119,VND00536,Air,Ecom Express,2022-03-09,2022-04-16,97385.61,13001.4,7.49,USA,WH06,No,38,2022-03-01
SHP00000302,PO0013172,VND00671,Rail,DHL,2021-11-05,2021-11-06,180460.77,19525.7,9.24,Thailand,WH06,Yes,1,2021-11-01
SHP00000303,PO0037328,VND00023,Sea,Gati,2021-11-08,2021-11-16,136131.29,5725.0,23.78,India,WH09,No,8,2021-11-01
SHP00000304,PO0011344,VND00365,Rail,Hapag-Lloyd,2024-09-22,2024-10-19,3470.37,17581.0,0.2,South Korea,WH05,No,27,2024-09-01
SHP00000305,PO0027630,VND00707,Rail,BlueDart,2022-07-26,2022-09-06,105853.58,1700.1,62.26,Bangladesh,WH07,No,42,2022-07-01
SHP00000306,PO0047443,VND00577,Rail,DTDC,2022-08-17,2022-08-22,38731.18,18236.0,2.12,Bangladesh,WH06,Yes,5,2022-08-01
SHP00000307,PO0039056,VND00088,Rail,DTDC,2022-01-27,2022-02-25,33997.14,4775.3,7.12,USA,WH07,Yes,29,2022-01-01
SHP00000308,PO0002029,VND00538,Rail,Ecom Express,2023-07-06,2023-07-20,88592.69,4781.4,18.53,India,WH03,Yes,14,2023-07-01
SHP00000309,PO0027660,VND00126,Rail,FedEx,2023-06-27,2023-07-14,207790.77,4722.1,44.0,Japan,WH04,No,17,2023-06-01
SHP00000310,PO0046429,VND00051,Road,Gati,2021-09-15,2021-09-23,120362.2,6969.8,17.27,South Korea,WH01,No,8,2021-09-01
SHP00000311,PO0047561,VND00716,Road,FedEx,2021-04-21,2021-04-24,191261.62,6563.7,29.14,South Korea,WH08,No,3,2021-04-01
SHP00000312,PO0039761,VND00626,Road,DHL,2024-11-07,2024-12-17,186782.29,10330.2,18.08,Germany,WH09,No,40,2024-11-01
SHP00000313,PO0014854,VND00280,Sea,Ecom Express,2023-02-14,2023-02-25,110130.02,10395.3,10.59,Germany,WH07,No,11,2023-02-01
SHP00000314,PO0040748,VND00973,Sea,Maersk,2024-11-24,2024-11-27,78171.79,7398.8,10.57,Bangladesh,WH06,No,3,2024-11-01
SHP00000315,PO0013314,VND00944,Road,DTDC,2021-11-14,2021-11-16,243212.16,14244.3,17.07,India,WH09,No,2,2021-11-01
SHP00000316,PO0044373,VND00273,Road,FedEx,2022-10-19,2022-12-01,113338.69,4817.8,23.52,Bangladesh,WH03,No,43,2022-10-01
SHP00000317,PO0014338,VND00712,Road,Hapag-Lloyd,2023-09-24,2023-11-01,176545.93,18736.3,9.42,South Korea,WH08,Yes,38,2023-09-01
SHP00000318,PO0029980,VND00334,Air,Gati,2021-04-13,2021-05-19,197020.33,16134.8,12.21,Vietnam,WH03,Yes,36,2021-04-01
SHP00000319,PO0019532,VND00086,Road,DHL,2024-02-14,2024-03-06,79532.07,7758.6,10.25,Germany,WH03,Yes,21,2024-02-01
SHP00000320,PO0016051,VND00846,Sea,DTDC,2022-02-20,2022-03-15,168818.93,11913.6,14.17,USA,WH02,No,23,2022-02-01
SHP00000321,PO0007659,VND00716,Air,DTDC,2021-09-06,2021-09-08,196450.14,14414.8,13.63,Germany,WH01,No,2,2021-09-01
SHP00000322,PO0029848,VND00199,Sea,BlueDart,2022-10-07,2022-11-06,23882.32,16358.1,1.46,South Korea,WH10,No,30,2022-10-01
SHP00000323,PO0014841,VND00912,Rail,Ecom Express,2022-12-13,2022-12-20,241378.7,5147.0,46.9,USA,WH05,No,7,2022-12-01
SHP00000324,PO0044724,VND00465,Air,BlueDart,2021-01-09,2021-01-29,24317.31,17677.7,1.38,USA,WH02,Yes,20,2021-01-01
SHP00000325,PO0025817,VND00972,Sea,Hapag-Lloyd,2021-09-11,2021-10-07,248246.81,19832.2,12.52,South Korea,WH04,No,26,2021-09-01
SHP00000326,PO0006722,VND00183,Unknown,FedEx,2024-03-18,2024-03-19,108454.01,10846.1,10.0,Vietnam,WH04,No,1,2024-03-01
SHP00000327,PO0048283,VND00418,Sea,Maersk,2024-05-28,2024-06-04,84839.83,14918.0,5.69,South Korea,WH02,No,7,2024-05-01
SHP00000328,PO0025472,VND00949,Air,Gati,2024-10-20,2024-10-24,128260.64,1422.0,90.2,Thailand,WH07,No,4,2024-10-01
SHP00000329,PO0006506,VND00267,Rail,BlueDart,2024-02-27,2024-03-01,221550.36,14888.0,14.88,USA,WH06,No,3,2024-02-01
SHP00000330,PO0024975,VND00665,Air,Ecom Express,2022-09-21,2022-10-06,139326.56,19164.9,7.27,China,WH02,Yes,15,2022-09-01
SHP00000331,PO0002034,VND00438,Sea,Gati,2022-03-12,2022-03-15,215285.38,14519.1,14.83,India,WH07,Yes,3,2022-03-01
SHP00000332,PO0029938,VND00115,Rail,DTDC,2024-01-03,2024-02-11,72037.41,6448.7,11.17,Thailand,WH05,No,39,2024-01-01
SHP00000333,PO0040509,VND00265,Road,Ecom Express,2021-07-18,2021-08-02,53518.74,18774.4,2.85,Malaysia,WH03,No,15,2021-07-01
SHP00000334,PO0033112,VND00689,Rail,DHL,2022-02-02,2022-03-08,59117.94,7001.5,8.44,Thailand,WH09,No,34,2022-02-01
SHP00000335,PO0007839,VND00127,Road,Maersk,2021-05-13,2021-05-25,196122.97,3322.4,59.03,Germany,WH08,No,12,2021-05-01
SHP00000336,PO0023576,VND00178,Road,Hapag-Lloyd,2021-01-06,2021-02-17,125329.57,6476.7,19.35,Germany,WH01,No,42,2021-01-01
SHP00000337,PO0000367,VND00690,Road,BlueDart,2023-09-19,2023-10-08,65587.56,12360.9,5.31,USA,WH02,Yes,19,2023-09-01
SHP00000338,PO0037433,VND00757,Air,Gati,2024-04-25,2024-05-25,7364.24,17680.6,0.42,Bangladesh,WH08,No,30,2024-04-01
SHP00000339,PO0029089,VND00269,Sea,DTDC,2021-11-19,2021-12-13,83614.3,6986.3,11.97,Thailand,WH07,No,24,2021-11-01
SHP00000340,PO0038668,VND00930,Sea,FedEx,2024-01-31,2024-02-16,193487.14,8510.1,22.74,Japan,WH03,Yes,16,2024-01-01
SHP00000341,PO0037433,VND00556,Air,Gati,2022-12-20,2023-01-23,125305.2,13955.2,8.98,India,WH06,No,34,2022-12-01
SHP00000342,PO0027877,VND00367,Road,FedEx,2021-01-13,2021-02-16,29665.39,607.6,48.82,China,WH06,No,34,2021-01-01
SHP00000343,PO0025417,VND00840,Rail,FedEx,2023-05-02,2023-05-15,131128.67,17222.1,7.61,South Korea,WH03,No,13,2023-05-01
SHP00000344,PO0024544,VND00523,Rail,BlueDart,2023-08-16,2023-09-27,39700.8,2855.1,13.91,Germany,WH08,No,42,2023-08-01
SHP00000345,PO0016712,VND00349,Rail,DHL,2024-10-13,2024-10-24,156381.03,3559.2,43.94,South Korea,WH08,No,11,2024-10-01
SHP00000346,PO0019809,VND00290,Road,Gati,2021-09-09,2021-09-24,113937.35,9265.6,12.3,Vietnam,WH05,No,15,2021-09-01
SHP00000347,PO0032516,VND00378,Sea,Ecom Express,2023-01-27,2023-02-15,79679.4,1907.6,41.77,Malaysia,WH07,No,19,2023-01-01
SHP00000348,PO0040288,VND00113,Road,BlueDart,2024-10-22,2024-10-26,53347.14,14544.7,3.67,India,WH06,No,4,2024-10-01
SHP00000349,PO0046498,VND00293,Road,Maersk,2024-12-02,2024-12-12,174472.44,7610.8,22.92,Malaysia,WH04,No,10,2024-12-01
SHP00000350,PO0004910,VND00776,Unknown,Maersk,2022-09-13,2022-09-24,60352.25,10146.4,5.95,India,WH03,No,11,2022-09-01
SHP00000351,PO0046706,VND00241,Road,DTDC,2024-11-13,2024-12-09,224193.51,16974.5,13.21,South Korea,WH09,No,26,2024-11-01
SHP00000352,PO0017006,VND00954,Air,Gati,2024-04-08,2024-04-14,107953.08,540.3,199.8,Germany,WH09,No,6,2024-04-01
SHP00000353,PO0019340,VND00391,Road,DHL,2021-05-23,2021-07-05,19878.26,3430.1,5.8,Thailand,WH02,Yes,43,2021-05-01
SHP00000354,PO0029440,VND00001,Road,FedEx,2021-01-31,2021-03-12,147161.0,5915.8,24.88,USA,WH06,No,40,2021-01-01
SHP00000355,PO0036925,VND00171,Road,FedEx,2022-04-20,2022-04-30,194838.8,3507.8,55.54,USA,WH03,No,10,2022-04-01
SHP00000356,PO0003156,VND00006,Rail,Maersk,2022-01-19,2022-01-27,199484.43,4399.7,45.34,USA,WH07,No,8,2022-01-01
SHP00000357,PO0023216,VND00033,Air,Gati,2024-04-20,2024-04-21,42598.68,7036.8,6.05,South Korea,WH08,Yes,1,2024-04-01
SHP00000358,PO0037197,VND00926,Rail,Ecom Express,2024-09-26,2024-10-21,194952.35,1125.4,173.23,Germany,WH10,No,25,2024-09-01
SHP00000359,PO0034632,VND00395,Air,DHL,2023-09-29,2023-11-10,55684.26,17923.4,3.11,Bangladesh,WH05,No,42,2023-09-01
SHP00000360,PO0003625,VND00810,Rail,DHL,2021-02-28,2021-04-03,77479.75,16084.2,4.82,Malaysia,WH07,Yes,34,2021-02-01
SHP00000361,PO0028980,VND00399,Rail,FedEx,2024-06-16,2024-06-28,113058.01,14896.4,7.59,USA,WH08,No,12,2024-06-01
SHP00000362,PO0033607,VND00469,Air,DTDC,2021-07-04,2021-08-01,241819.54,2279.4,106.09,South Korea,WH10,No,28,2021-07-01
SHP00000363,PO0004594,VND00065,Sea,Hapag-Lloyd,2021-11-05,2021-11-10,122456.66,96.7,1266.36,Vietnam,WH04,No,5,2021-11-01
SHP00000364,PO0036764,VND00751,Unknown,Ecom Express,2024-01-05,2024-02-16,221139.08,1470.3,150.4,Thailand,WH02,No,42,2024-01-01
SHP00000365,PO0008769,VND00323,Air,DTDC,2024-10-10,2024-10-15,191638.66,9028.7,21.23,Thailand,WH03,Yes,5,2024-10-01
SHP00000366,PO0015757,VND00090,Sea,Gati,2024-06-16,2024-07-27,211959.36,10814.8,19.6,Vietnam,WH08,Yes,41,2024-06-01
SHP00000367,PO0014981,VND00809,Road,Maersk,2022-03-02,2022-03-23,14348.76,12790.0,1.12,USA,WH09,No,21,2022-03-01
SHP00000368,PO0049323,VND00783,Sea,BlueDart,2023-05-12,2023-05-30,124830.76,806.5,154.78,Germany,WH03,No,18,2023-05-01
