Vendor_ID,Vendor_Name,Vendor_Category,Country,Vendor_Tier,Reliability_Score,Recency_Months,Frequency,Monetary,R,F,M,RFM_Score,RFM_Segment
VND00043,Vendor_0043,IT Services,Germany,Tier 3,32.4,2.7,46,248334124.3,1,2,1,4,Dormant / At-Risk
VND00663,Vendor_0663,Logistics,Bangladesh,Tier 2,72.4,1.5,43,226600563.54,2,1,1,4,Dormant / At-Risk
VND00935,Vendor_0935,Logistics,Japan,Tier 3,42.0,0.9,40,197594245.57,2,1,1,4,Dormant / At-Risk
VND00866,Vendor_0866,Raw Material,China,Tier 2,69.2,1.3,32,213348764.94,2,1,1,4,Dormant / At-Risk
VND00850,Vendor_0850,IT Services,USA,Tier 2,71.7,5.2,38,276919705.39,1,1,2,4,Dormant / At-Risk
VND00154,Vendor_0154,Packaging,Japan,Tier 2,64.3,1.4,37,250063479.42,2,1,1,4,Dormant / At-Risk
VND00382,Vendor_0382,Textiles,Vietnam,Tier 2,78.8,1.2,43,244100315.1,2,1,1,4,Dormant / At-Risk
VND00289,Vendor_0289,Logistics,Vietnam,Tier 3,50.1,3.9,47,265053557.34,1,2,1,4,Dormant / At-Risk
VND00631,Vendor_0631,IT Services,Vietnam,Tier 2,79.9,1.3,36,238899270.34,2,1,1,4,Dormant / At-Risk
VND00396,Vendor_0396,IT Services,India,Tier 1,95.2,3.5,43,281293949.27,1,1,2,4,Dormant / At-Risk
VND00518,Vendor_0518,Textiles,Germany,Tier 1,86.7,2.5,46,241419106.98,1,2,1,4,Dormant / At-Risk
VND00053,Vendor_0053,Packaging,Vietnam,Tier 1,95.8,2.7,43,285997740.96,1,1,2,4,Dormant / At-Risk
VND00417,Vendor_0417,Electronics,India,Tier 3,50.5,2.4,45,190000090.82,1,2,1,4,Dormant / At-Risk
VND00887,Vendor_0887,Machinery,Thailand,Tier 2,75.7,3.9,45,258782447.21,1,2,1,4,Dormant / At-Risk
VND00415,Vendor_0415,Chemicals,India,Tier 2,74.2,1.4,39,222505228.32,2,1,1,4,Dormant / At-Risk
VND00414,Vendor_0414,Machinery,Vietnam,Tier 2,70.1,1.0,42,250021234.06,2,1,1,4,Dormant / At-Risk
VND00999,Vendor_0999,IT Services,India,Tier 1,96.5,2.1,43,285880621.85,1,1,2,4,Dormant / At-Risk
VND00876,Vendor_0876,Logistics,Germany,Tier 3,40.9,2.1,47,263090133.26,1,2,1,4,Dormant / At-Risk
VND00084,Vendor_0084,Raw Material,Thailand,Tier 3,34.4,4.4,34,281547586.02,1,1,2,4,Dormant / At-Risk
VND00764,Vendor_0764,Raw Material,Thailand,Tier 1,82.1,1.0,43,254741576.07,2,1,1,4,Dormant / At-Risk
VND00595,Vendor_0595,Packaging,Vietnam,Tier 1,92.8,1.4,37,227630662.67,2,1,1,4,Dormant / At-Risk
VND00579,Vendor_0579,Logistics,India,Tier 2,64.4,1.3,44,245841593.65,2,1,1,4,Dormant / At-Risk
VND00055,Vendor_0055,Electronics,Vietnam,Tier 2,71.9,1.0,41,242146677.45,2,1,1,4,Dormant / At-Risk
VND00453,Vendor_0453,IT Services,China,Tier 3,59.7,6.1,39,286446311.84,1,1,2,4,Dormant / At-Risk
VND00343,Vendor_0343,Machinery,Germany,Tier 3,42.1,1.1,42,223553712.78,2,1,1,4,Dormant / At-Risk
VND00080,Vendor_0080,Logistics,Thailand,Tier 3,38.1,1.1,43,250605166.68,2,1,1,4,Dormant / At-Risk
VND00351,Vendor_0351,Raw Material,Japan,Tier 2,65.2,3.4,42,270527916.96,1,1,2,4,Dormant / At-Risk
VND00823,Vendor_0823,Chemicals,China,Tier 3,53.3,2.7,46,260722849.12,1,2,1,4,Dormant / At-Risk
VND00358,Vendor_0358,IT Services,Thailand,Tier 2,71.0,2.6,47,225824175.97,1,2,1,4,Dormant / At-Risk
VND00590,Vendor_0590,Electronics,Thailand,Tier 3,40.6,1.3,43,244624677.26,2,1,1,4,Dormant / At-Risk
VND00652,Vendor_0652,Raw Material,Malaysia,Tier 2,67.6,1.0,41,247268367.0,2,1,1,4,Dormant / At-Risk
VND00711,Vendor_0711,Raw Material,Thailand,Tier 1,83.2,3.8,40,248911039.82,1,1,1,3,Dormant / At-Risk
VND00302,Vendor_0302,Logistics,Vietnam,Tier 2,67.2,6.8,39,224420990.84,1,1,1,3,Dormant / At-Risk
VND00017,Vendor_0017,Packaging,China,Tier 3,51.3,1.7,44,235315557.87,1,1,1,3,Dormant / At-Risk
VND00532,Vendor_0532,Chemicals,Vietnam,Tier 1,100.0,1.8,43,260844830.74,1,1,1,3,Dormant / At-Risk
VND00533,Vendor_0533,Logistics,Japan,Tier 1,99.8,1.8,43,220323685.4,1,1,1,3,Dormant / At-Risk
VND00496,Vendor_0496,Packaging,China,Tier 3,54.7,2.5,41,253255935.77,1,1,1,3,Dormant / At-Risk
VND00880,Vendor_0880,Unknown,USA,Tier 3,45.5,1.7,34,182815019.54,1,1,1,3,Dormant / At-Risk
VND00965,Vendor_0965,Raw Material,Germany,Tier 3,50.2,1.6,43,244556136.43,1,1,1,3,Dormant / At-Risk
VND00355,Vendor_0355,Textiles,South Korea,Tier 3,34.9,2.1,37,208721620.39,1,1,1,3,Dormant / At-Risk
VND00118,Vendor_0118,Logistics,USA,Tier 3,43.1,5.8,36,223114441.64,1,1,1,3,Dormant / At-Risk
VND00620,Vendor_0620,Electronics,Japan,Tier 1,82.4,2.1,44,265012374.88,1,1,1,3,Dormant / At-Risk
VND00890,Vendor_0890,Packaging,India,Tier 3,47.0,4.7,37,220067895.14,1,1,1,3,Dormant / At-Risk
VND00128,Vendor_0128,Machinery,Vietnam,Tier 1,90.3,8.3,35,251098786.33,1,1,1,3,Dormant / At-Risk
VND00897,Vendor_0897,IT Services,Bangladesh,Tier 3,50.5,3.1,36,183279857.52,1,1,1,3,Dormant / At-Risk
VND00149,Vendor_0149,Electronics,South Korea,Tier 3,33.6,3.1,44,215982674.48,1,1,1,3,Dormant / At-Risk
VND00903,Vendor_0903,Packaging,South Korea,Tier 3,42.7,4.2,41,224712693.15,1,1,1,3,Dormant / At-Risk
VND00905,Vendor_0905,Textiles,South Korea,Tier 3,59.5,2.3,39,212208576.33,1,1,1,3,Dormant / At-Risk
VND00362,Vendor_0362,Packaging,USA,Tier 2,75.0,2.0,40,249116397.18,1,1,1,3,Dormant / At-Risk
VND00162,Vendor_0162,Unknown,Thailand,Tier 2,74.3,1.7,42,250496238.55,1,1,1,3,Dormant / At-Risk
VND00654,Vendor_0654,Machinery,USA,Tier 1,82.2,6.1,40,167192544.36,1,1,1,3,Dormant / At-Risk
VND00434,Vendor_0434,Raw Material,Malaysia,Tier 3,37.1,1.8,39,246212819.7,1,1,1,3,Dormant / At-Risk
VND00815,Vendor_0815,Textiles,South Korea,Tier 1,90.9,1.9,41,253642267.44,1,1,1,3,Dormant / At-Risk
VND00549,Vendor_0549,Chemicals,China,Tier 2,66.4,2.3,42,241484526.9,1,1,1,3,Dormant / At-Risk
VND00814,Vendor_0814,Electronics,Unknown,Tier 1,94.5,3.0,40,222251430.64,1,1,1,3,Dormant / At-Risk
VND00184,Vendor_0184,Logistics,China,Tier 1,91.4,1.6,35,171429303.02,1,1,1,3,Dormant / At-Risk
VND00565,Vendor_0565,Logistics,Malaysia,Tier 3,54.5,1.9,42,240617641.93,1,1,1,3,Dormant / At-Risk
VND00109,Vendor_0109,IT Services,Japan,Tier 3,46.0,2.2,44,251699075.78,1,1,1,3,Dormant / At-Risk
VND00941,Vendor_0941,Packaging,Vietnam,Tier 3,49.2,5.8,33,189056367.64,1,1,1,3,Dormant / At-Risk
VND00209,Vendor_0209,Chemicals,Germany,Tier 3,30.4,2.6,38,234633560.34,1,1,1,3,Dormant / At-Risk
VND00679,Vendor_0679,IT Services,South Korea,Tier 1,97.9,2.4,44,234225138.35,1,1,1,3,Dormant / At-Risk
VND00213,Vendor_0213,Packaging,South Korea,Tier 2,75.6,2.2,33,189012214.34,1,1,1,3,Dormant / At-Risk
VND00951,Vendor_0951,IT Services,Germany,Tier 2,72.0,3.7,42,239710195.12,1,1,1,3,Dormant / At-Risk
VND00221,Vendor_0221,Electronics,China,Tier 2,76.0,2.2,44,227254185.02,1,1,1,3,Dormant / At-Risk
VND00222,Vendor_0222,Logistics,South Korea,Tier 2,69.8,1.6,38,227078040.09,1,1,1,3,Dormant / At-Risk
VND00776,Vendor_0776,Logistics,Malaysia,Tier 3,40.5,2.0,36,211147654.2,1,1,1,3,Dormant / At-Risk
VND00722,Vendor_0722,Raw Material,India,Tier 3,42.7,2.0,31,193330332.13,1,1,1,3,Dormant / At-Risk
